PC1,PC2,Material
-2.645279468079476,-0.34215022462420297,BlackASA
-0.47884728441264823,6.873127631680368,BlackASA
-2.4518879623580476,-0.3717215833583943,BlackASA
-0.22549744192243093,6.825303496663979,BlackASA
-2.585507401231934,-0.2678391594331227,BlackASA
-0.40318971371402673,6.998845171912857,BlackASA
-2.3928743143920466,-0.19824355711143288,BlackASA
-0.18663615829454303,7.109853189154458,BlackASA
-2.5162330925213383,-0.15068140781192244,BlackASA
-0.30601716327571,7.188438096847125,BlackASA
-2.945005741553992,-0.12765402764267259,BlackASA
-0.6554647579157022,7.09580590564971,BlackASA
-2.5771636904383275,0.10149416894670635,BlackASA
-0.323192987346191,7.560659517542049,BlackASA
-2.593285658655893,-0.23167575419975767,BlackASA
-0.3795756016952166,7.040580961293817,BlackASA
-2.418466132006142,-0.12998019120181128,BlackASA
-0.21596747263346047,7.233614520767266,BlackASA
-2.9468033522256287,-0.4000842922123821,BlackASA
-0.7953791455186867,6.578083926289784,BlackASA
-2.9229879500237317,-0.23138800680079624,BlackASA
-0.3359081998819762,6.996851444995404,BlackASA
-2.960820170826084,-0.2821015086010241,BlackASA
-0.4237430349606548,6.877701914505852,BlackASA
-2.7217262688252286,-0.19673366339481974,BlackASA
-0.3708865021947529,7.123932430666159,BlackASA
-2.990935087304726,-0.30907886171215204,BlackASA
-0.5647875073324226,6.831433191557819,BlackASA
-3.1627033301202356,-0.9358068232951088,BlackASA
-1.0839427603571268,5.68767508125522,BlackASA
-3.1763008513457414,-0.7317155672560195,BlackASA
-1.0243651906423556,6.0924785148720835,BlackASA
-3.6992108486666906,-1.6084846487194984,BlackASA
-1.6299900410806534,4.4547283974434935,BlackASA
-2.8068217571177154,-0.3377892706763238,BlackASA
-0.09110931508148717,6.822698561870914,BlackASA
-2.822178367310921,-0.1658016183646869,BlackASA
-0.2495162407825851,7.1328614631955585,BlackASA
-2.4090358578322486,-0.16250560407811526,BlackASA
-0.1886192037576217,7.1621645676018195,BlackASA
-2.857622729871931,-1.1256529205413393,BlackASA
-1.044192692167829,5.431217255558046,BlackASA
-3.1499560494343175,-0.4878955279172188,BlackASA
-1.0609885369100867,6.475124654998976,BlackASA
-3.032833889559883,-0.3530546578204367,BlackASA
-0.41432128327394757,6.789760259353222,BlackASA
-2.981739220099423,-0.34503850394613983,BlackASA
-0.3225320689960468,6.800931797021361,BlackASA
-2.622494372223699,-0.3504323309379186,BlackASA
-0.2850015389330796,6.82651384593684,BlackASA
-2.57804321118655,-0.4620646771877191,BlackASA
-0.360836708361781,6.640334477182257,BlackASA
-2.3066522251260597,-0.2355432422306443,BlackASA
-0.084338109052364,7.063141211847976,BlackASA
-2.276554217733104,-0.287728416500299,BlackASA
-0.13597316487163918,6.9743816332562,BlackASA
-3.2766206451973674,-0.6542747014106505,BlackASA
-0.8391592109412449,6.224297273918794,BlackASA
-2.2970002243693335,-0.37213160050896055,BlackASA
-0.05818400648149886,6.854181017946729,BlackASA
-3.6903773715466923,-1.6112085450062326,BlackASA
-1.6613845623702732,4.44745147162174,BlackASA
-2.411565516102805,-0.2196976325464546,BlackASA
-0.4031336870398206,7.10139867788424,BlackASA
-2.127452860263147,-0.025232884693717445,BlackASA
-0.21008730170491452,7.384565274751679,BlackASA
-2.4863216924514093,-0.3723301703259041,BlackASA
-0.33091706449092034,6.849024531471631,BlackASA
-3.6716960023238747,-1.6344692643676215,BlackASA
-1.6320378794603765,4.397541609782576,BlackASA
-2.5027633565652287,-0.3998524752918614,BlackASA
-0.33009056988449387,6.793679082878603,BlackASA
-2.326135354718979,-0.2396564971893026,BlackASA
-0.12464471894575488,7.056231447767414,BlackASA
-1.8090773467380592,0.040118370031203006,BlackASA
0.5001282324006131,7.484232642231589,BlackASA
-2.2241029509280152,-0.2454294180570373,BlackASA
-0.007123085211526988,7.093011677616539,BlackASA
-2.734672660375841,-0.7267049981119554,BlackASA
-0.5719179057358779,6.204380684984646,BlackASA
-0.726984766215845,-1.1889511215650932,BlueASA
-0.4867647527672389,-1.1936133061238445,BlueASA
-0.6692514671263337,-1.1854329741488991,BlueASA
-0.4593151154796827,-1.2993153137093298,BlueASA
-0.8107212280392787,-1.2472709728844031,BlueASA
-0.837119709808702,-1.3435811726685127,BlueASA
-0.5323291080219997,-1.1630574096395219,BlueASA
-0.4938572988708546,-1.214180427788563,BlueASA
-0.5125290044959769,-1.1688264329105995,BlueASA
-0.8379664598928086,-1.3057504617474598,BlueASA
-0.6540819212961927,-1.1636245238416163,BlueASA
-0.649668366822417,-1.1358422072085927,BlueASA
-0.6753396539908253,-1.1955336133107628,BlueASA
-0.9261535985369248,-1.3187061057376606,BlueASA
-0.5653975938214473,-1.1371168717209277,BlueASA
-0.7761869057897341,-1.2785966145211474,BlueASA
-0.5539010396241363,-1.1259880820076125,BlueASA
-0.5612435492815391,-1.1391549556990779,BlueASA
-0.5308209197609032,-1.1736384401979614,BlueASA
-0.66685980405585,-1.2028341268981526,BlueASA
-0.42337750305972793,-1.1427648725716169,BlueASA
-0.5114062668194779,-1.1805403278358058,BlueASA
-0.6124868018050533,-1.2863151824087913,BlueASA
-0.9287399526022151,-1.2368159249021242,BlueASA
-2.1502084994152293,-1.7351491092544484,BlueASA
-2.0339492865491113,-1.6725075686433866,BlueASA
-1.5299286075340344,-1.4246461417216911,BlueASA
-1.784436621170643,-1.468548900711842,BlueASA
-1.8022134657852442,-1.4182389643370286,BlueASA
-1.8129989751983926,-1.4112914456048373,BlueASA
-1.97706018968566,-1.4232126545683528,BlueASA
-1.810006955558001,-1.44819859864344,BlueASA
-2.0659252225790583,-1.395538105700777,BlueASA
-2.0146414754278927,-1.2674835419533828,BlueASA
-1.8248190088581198,-1.2546402159028673,BlueASA
-2.0640773910136576,-1.3799236658194618,BlueASA
-1.8259698961019122,-1.2548307046579377,BlueASA
-1.7882597790191521,-1.2303430941420097,BlueASA
-2.017594169507598,-1.3789952445317166,BlueASA
-1.1949697709572382,-0.9760441930253508,BlueASA
-1.8315387829534173,-1.309530423393472,BlueASA
-2.105957568024095,-1.4415150606239395,BlueASA
-1.7630651735528742,-1.2265815986468382,BlueASA
-1.635583562684911,-1.1625530069345593,BlueASA
-2.1559715946554103,-1.5986911726226096,BlueASA
-1.8242383423106427,-2.0746737871873377,BlueASA
-1.8347115848442943,-2.435916841689335,BlueASA
-1.453063894222756,-1.4871545476137986,BlueASA
-1.0825446303658686,-1.1685681348323338,BlueASA
-1.5588320376080005,-1.3760059557122464,BlueASA
-1.469756569230839,-1.2082033534621501,BlueASA
-2.1404764328633172,-1.5642459149652577,BlueASA
-1.824508130911119,-1.2574114295655323,BlueASA
-1.8895629807035534,-1.2437745751981093,BlueASA
-1.717311177969143,-1.1955506852381947,BlueASA
-1.6869474561294677,-1.2284923710796258,BlueASA
-1.9271399731476795,-1.3703424427865254,BlueASA
-1.7118842769436755,-1.4596523584365408,BlueASA
-1.8345311806054856,-1.2976862380623142,BlueASA
-1.7846334884124957,-1.2525101557553686,BlueASA
-2.019916658302024,-1.3933670649353387,BlueASA
-1.83196941030625,-1.2930101863089687,BlueASA
-1.8271530366582438,-1.3266190958327972,BlueASA
-1.7741811005951194,-1.2287775092789306,BlueASA
-1.9395119673535894,-1.3357324415365746,BlueASA
-1.6943756772878953,-1.3170870815102398,BlueASA
-1.6623188818470898,-1.4739737941971243,BlueASA
-1.76016794813606,-1.4633694302554998,BlueASA
-1.8138706463390883,-1.3779536688158078,BlueASA
-2.040823302570258,-1.4011056532165822,BlueASA
-1.8633913566122398,-1.3900458790657664,BlueASA
-2.0582805652489755,-1.419620288146813,BlueASA
-1.793355017984036,-1.3305806299328964,BlueASA
-1.8444026861420064,-1.4527244747941803,BlueASA
-2.027343241086448,-1.3763590868363478,BlueASA
-1.84135321937639,-1.3326341108352067,BlueASA
-1.8821159023741554,-1.2998091487273815,BlueASA
-1.92106145094677,-1.294783842885801,BlueASA
-1.8456672952862136,-1.3912254916516935,BlueASA
-1.7001385697174078,-1.4063215157751314,BlueASA
-1.918428937491035,-1.5753745841984794,BlueASA
-0.937330524500378,-1.1610073381819976,BlueASA
-0.5713181532976066,-1.1478038124832652,BlueASA
0.11088784385217669,-0.8490201433177865,BlueASA
-0.48132461110464064,-1.081760643489945,BlueASA
-1.5648558087230406,-1.261757311723714,BlueASA
-1.7106759935831797,-1.1502016222566727,BlueASA
-2.048543537530208,-1.8991970483601395,BlueASA
-1.9070805873816004,-2.2749187161586732,BlueASA
-1.9560647332863024,-1.6714540355389604,BlueASA
-2.0195802477720104,-1.5449335403011093,BlueASA
-1.8587328372154723,-1.3683795953981162,BlueASA
-2.4611246526846924,-2.0675435463679324,BlueASA
-2.4751904578143624,-2.25559471480743,BlueASA
-1.8899253630015242,-1.933895621629975,BlueASA
-1.9999881410747444,-1.745629346049799,BlueASA
-2.0639700016954823,-1.5855226148760515,BlueASA
-1.8523384718014106,-1.5184814510140057,BlueASA
-1.8402924536750662,-1.687173028384743,BlueASA
-2.0107473578654584,-1.8260083621037215,BlueASA
1.1101609050241559,-0.7045876418300645,RedASA
0.44332759281480055,-0.6548095444421178,RedASA
0.628462654073309,-0.7031682342665575,RedASA
0.2543151038811774,-0.7228580464334514,RedASA
0.49197180745676045,-1.0366850220597164,RedASA
0.16412255833939543,-1.1476242456472474,RedASA
0.9428202443181262,-0.9536910763371187,RedASA
1.0250956874298651,-0.929924755039836,RedASA
0.8667015765573025,-0.8847419098755765,RedASA
0.4315311131406438,-0.8903993467744834,RedASA
0.7810012991338976,-0.9236150480991587,RedASA
0.23140505228452668,-1.0924044477318138,RedASA
0.5084620778270036,-0.9387257687967302,RedASA
0.6352854032573755,-0.9949086247135606,RedASA
0.8923939426500251,-0.918475131756735,RedASA
1.4525680869110313,-0.9010518611343117,RedASA
2.3469089757712496,-0.8939138119521863,RedASA
1.3850765123743,-0.8362393337907733,RedASA
2.640143595781098,-1.0740058221679862,RedASA
2.566267444362884,-1.0013637308379744,RedASA
3.9243446824506227,-0.9426740236953719,RedASA
3.8503805244445255,-0.7918220374413762,RedASA
1.396206193124067,-0.7239859604829961,RedASA
2.5278528534282083,-0.7135602690403341,RedASA
4.663657198828531,-0.6929388995829892,RedASA
4.640847583485985,-0.6744390544376643,RedASA
4.766125585127705,-0.1537199846540692,RedASA
4.474934064202962,-0.16458519827512072,RedASA
4.861282380931921,-0.30724231942622077,RedASA
5.323869631861859,-0.4575041012309929,RedASA
-0.2979524978182476,-1.5885135372665034,RedASA
0.03478360006856264,-1.0984169574875822,RedASA
0.15399150675136683,-0.8448010190632663,RedASA
-0.010377362282692806,-1.4450245246593043,RedASA
-1.2977477824294033,-2.8250270610566948,RedASA
-0.35183842740885907,-1.3436745954325595,RedASA
-0.13690428484620504,-1.202598742536405,RedASA
-0.06271374463394022,-0.9873499027166038,RedASA
-0.34224929893090605,-1.473757694148728,RedASA
-0.5858028196196748,-1.9134746116561043,RedASA
-0.3350122489742437,-1.2768071478898229,RedASA
0.13486820508216463,-1.0643241689277416,RedASA
-0.02630806895351709,-1.4650734067093334,RedASA
-0.47246245454183444,-2.1158544267429655,RedASA
-0.5791227083358629,-2.186355845081624,RedASA
-0.625175700582053,-2.1200705198577103,RedASA
0.18446552194794644,-1.3882200006186038,RedASA
0.5190631665296799,-1.4501289445356234,RedASA
0.2697595370041708,-1.723451590247576,RedASA
0.3658109792250026,-1.5229589666986718,RedASA
0.8386922133551586,-1.3463858454021544,RedASA
1.3986541501011232,-0.9250683326429975,RedASA
2.021981677481624,-0.6453448609297965,RedASA
3.1477876681968477,-0.8410149650552547,RedASA
4.106714430327016,-0.6874536533118787,RedASA
2.001899058638033,-0.5171723795409702,RedASA
0.5397237797184875,-0.785732381625611,RedASA
-0.07360398728368378,-1.4778744594466064,RedASA
0.45234091485907063,-1.3534658614489594,RedASA
0.04923074909746576,-1.3243986950604019,RedASA
0.6783588353124821,-0.9630984535001103,RedASA
1.1205042848235816,-1.0711714326754636,RedASA
1.1158763303171733,-0.8172911911441952,RedASA
1.261573623993675,-0.8968547160752199,RedASA
3.20206379047187,-0.9716568547413973,RedASA
3.3873019059036817,-1.033574114216768,RedASA
1.6705582032438864,-0.8426371726843659,RedASA
2.9287166037688537,-0.9429388184096362,RedASA
2.2805775025351402,-1.0587531232545648,RedASA
5.29090243174672,-0.910505837958597,RedASA
2.452672014963569,-0.8885357862471613,RedASA
2.7974909620478563,-0.901123694277525,RedASA
3.189731340406313,-0.8535121635840363,RedASA
3.9665188628499113,-0.863908776682106,RedASA
5.051740078209573,-0.9863403116423336,RedASA
4.36730500250268,-0.710857507111196,RedASA
4.917413250212087,-0.08732661932054374,RedASA
4.738505338949408,-0.145960436708047,RedASA
4.623103519015783,-0.1382641568529641,RedASA
4.770879461055925,-0.1276575200913638,RedASA
4.840009521721705,-0.2519291898220933,RedASA
5.142254231103807,-0.1954512537890315,RedASA
4.756193995394367,0.2334016715024893,RedASA
4.4668682597473515,0.4656335917227375,RedASA
4.595863843800283,0.10698512103482495,RedASA
4.713005711771308,-0.4486027458453179,RedASA
4.845320762187045,-0.2921771805604116,RedASA
4.757842362251707,-0.4508908572799043,RedASA
4.75354071883796,0.3308760305352117,RedASA
4.19824342553339,0.3938548104292273,RedASA
4.205060224326179,0.40905228764899143,RedASA
4.488972047610286,0.19813365574539799,RedASA
3.983307833341504,0.25116137072418043,RedASA
4.11816551061499,-0.05201799193609248,RedASA
5.055882977529153,0.25074753399673144,RedASA
4.470829015647163,0.06451997626261986,RedASA
3.8882360860146785,0.1175423305890954,RedASA
4.495140495010686,0.20170272439421053,RedASA
4.26807357403456,0.125594166281894,RedASA
4.175107158480957,0.13339604016376566,RedASA
2.0194164892918867,-0.6375322728857079,WhiteASA
1.9388349031183416,-0.6995946923805069,WhiteASA
2.188805501705757,-0.44785408924956205,WhiteASA
2.5439023178286773,-0.3596002969698814,WhiteASA
2.969800587315338,-0.2251795060787452,WhiteASA
3.6715758167871977,-0.11890837349024384,WhiteASA
4.027836227182429,-0.14435387834687363,WhiteASA
3.825809366207125,-0.12012006651648986,WhiteASA
2.9727776531710095,-0.2619590392662515,WhiteASA
2.3983449984628114,-0.47927537762116756,WhiteASA
2.731486460349878,-0.3017212212330234,WhiteASA
3.4811020461227486,-0.09806574625091796,WhiteASA
3.549205117771287,-0.061614742137132576,WhiteASA
3.641071326485669,0.017701286018933293,WhiteASA
3.40898152347584,-0.12238456464869184,WhiteASA
3.346183993924143,-0.19237172758370197,WhiteASA
3.5134996062583483,-0.10910659315046489,WhiteASA
3.518512149229463,-0.15690520190996785,WhiteASA
2.7400530029392907,-0.17321013909578678,WhiteASA
3.2615918919300566,-0.01310636323758002,WhiteASA
2.8335859790943583,-0.22117474518897517,WhiteASA
2.7569504355464147,-0.2122285313697464,WhiteASA
3.1403476452761536,-0.03145416280931396,WhiteASA
3.7715035165770265,0.0624613819567567,WhiteASA
2.499306302323302,-0.28270437458451403,WhiteASA
1.8642542725897233,-0.43553102878511385,WhiteASA
1.2873291960726436,-0.559414761234024,WhiteASA
1.7262278632548749,-0.4115546501588688,WhiteASA
1.3540482621582495,-0.5202579553337151,WhiteASA
1.5751694383834585,-0.3435724212992971,WhiteASA
1.4987639372262729,-0.3863555720236149,WhiteASA
1.5140124584531471,-0.47816720781250965,WhiteASA
1.558772044017655,-0.6302118935724514,WhiteASA
1.2450609418743375,-0.6967554350954404,WhiteASA
1.4102601453887897,-0.7224325745566744,WhiteASA
1.4854471600888035,-0.7366970921314153,WhiteASA
1.7671233488294258,-0.4721943773202677,WhiteASA
1.5901634750479599,-0.8117730032820459,WhiteASA
3.2383583617742593,-1.0769708276486276,WhiteASA
3.14240252987608,-0.8794151614136114,WhiteASA
3.184269470058283,-0.6607693012923874,WhiteASA
2.9727027242583794,-0.5518565575764929,WhiteASA
3.4750170678719807,-0.8517637189758331,WhiteASA
2.743036711202108,-1.1601984313622986,WhiteASA
1.7060134038214745,-0.894681840520284,WhiteASA
1.634782029740709,-0.8162089502282174,WhiteASA
1.530251668627897,-0.782874796920372,WhiteASA
1.5338842747071328,-0.8424129082815541,WhiteASA
1.9107953814324397,-0.6432299801150768,WhiteASA
2.0092989166261037,-0.5480742373073046,WhiteASA
1.6892506878973752,-0.643753867149361,WhiteASA
1.8814741408466074,-0.5796411385172151,WhiteASA
1.946699059511976,-0.41261104082344235,WhiteASA
2.599729743088834,-0.10272899534160768,WhiteASA
2.0218409196327913,-0.45733036585602077,WhiteASA
1.9854950295295664,-0.4821891534741481,WhiteASA
1.7174328138627506,-0.6247561998204297,WhiteASA
1.9916806932422197,-0.4340679535527802,WhiteASA
1.9912354940635042,-0.38586011794135194,WhiteASA
1.9208177964636453,-0.4025303355178856,WhiteASA
1.9466737269997407,-0.442992022561877,WhiteASA
2.1232096824722033,-0.5087405925335268,WhiteASA
1.938860912659884,-0.73171310804715,WhiteASA
1.6417143742891036,-0.6658498939251832,WhiteASA
1.6014717967512881,-0.7101183786028635,WhiteASA
1.7906776992254065,-0.832216013095735,WhiteASA
2.709640582173085,-0.9856766597434848,WhiteASA
3.274927324645037,-1.0547592922509896,WhiteASA
3.2819948345644607,-0.6500234270844135,WhiteASA
3.1824903941676355,-0.1354810710082414,WhiteASA
3.232860107845018,-0.9219282796706195,WhiteASA
1.4209205404260075,-0.8794916364280435,WhiteASA
1.382009743814671,-0.7375998526865649,WhiteASA
1.6387872035615207,-0.68985585127208,WhiteASA
1.7233203985965855,-0.7319227074878017,WhiteASA
1.9652576999220426,-0.5165203106400839,WhiteASA
1.912430807700186,-0.4332630497486999,WhiteASA
1.9369044921639347,-0.353076410839124,WhiteASA
1.7651151346978016,-0.562317095820304,WhiteASA
2.2103029598425854,-0.46796156183718185,WhiteASA
2.081631209098084,-0.5392207205605629,WhiteASA
2.0208720218298715,-0.401723846710992,WhiteASA
2.0249834170783365,-0.49055472866775507,WhiteASA
1.794261458475564,-0.6024536123207662,WhiteASA
1.367503011425908,-0.8082646975385411,WhiteASA
1.5329791151234513,-0.7400904714484354,WhiteASA
2.396016250727603,-0.9205331510452649,WhiteASA
3.497010170600489,-0.8054982429369372,WhiteASA
2.5751633499722066,-0.4229425862081134,WhiteASA
2.7286258118141853,-0.01820824054652591,WhiteASA
1.64847553646951,-0.3301177762287541,WhiteASA
2.5301569540338367,-0.6993604547783427,WhiteASA
2.5562341073184136,-0.9103357778922404,WhiteASA
2.0168922781692955,-1.0223091174978627,WhiteASA
1.8224142564640133,-0.8182644200702426,WhiteASA
1.3112205918724655,-0.7686610753919897,WhiteASA
1.3821711550255147,-0.7075888235391946,WhiteASA
1.6631033600361451,-0.6257642669990243,WhiteASA
1.8434556311714299,-0.5760153732577614,WhiteASA
1.6944051499688657,-0.7040488301574754,WhiteASA
-3.2368593097561758,-1.0352834108369704,BlackPETG
-1.1319869119858694,5.618673287545042,BlackPETG
-2.8666545330581004,-0.8271559261148503,BlackPETG
-0.7575064918453221,6.020457736497234,BlackPETG
-2.582763310584767,-0.3722131028134145,BlackPETG
-0.44831419056281124,6.799911800539257,BlackPETG
-2.304663909474604,-0.20836759479905304,BlackPETG
-0.10037588729395189,7.097689268488037,BlackPETG
-2.8367102096121246,-0.3068139393393076,BlackPETG
-0.700938243517201,6.891233010114899,BlackPETG
-3.6476615105129033,-1.820915017889349,BlackPETG
-1.688676778965588,4.023137539831404,BlackPETG
-3.4076000680879264,-1.533811851232016,BlackPETG
-1.4800871733573222,4.558173395657868,BlackPETG
-3.0888152012530115,-0.16520608423964742,BlackPETG
-0.9791388622324052,7.119759057945205,BlackPETG
-2.098878252726119,-0.17602596091257844,BlackPETG
0.1111927922328283,7.222381623663368,BlackPETG
-3.4667259335639233,-1.4008237633640808,BlackPETG
-1.4035906209896634,4.811535794201397,BlackPETG
-3.3098652435237432,-0.6428802292945889,BlackPETG
-1.0791742236037356,6.153270982048635,BlackPETG
-2.8140129269117833,-0.6499755497277728,BlackPETG
-0.6270600559172962,6.281481155898825,BlackPETG
-2.5220121638060586,-0.5876831178800375,BlackPETG
-0.35748422364133603,6.427517040304516,BlackPETG
-2.9775762543952005,-1.1142198352538089,BlackPETG
-0.8250483287609939,5.532173707065321,BlackPETG
-2.667889114419116,-0.5186417237077493,BlackPETG
-0.5140853068046666,6.561088823592084,BlackPETG
-3.907031110378991,-1.8938300878562186,BlackPETG
-1.9177202755076501,3.895512322643234,BlackPETG
-3.452597338522192,-1.2461814380721237,BlackPETG
-1.277186716536699,5.229537606328088,BlackPETG
-2.360290996717582,-0.622053479486095,BlackPETG
-0.19114319759451417,6.451787142411452,BlackPETG
-2.8697083124033216,-0.5584316590960237,BlackPETG
-0.6835128604705135,6.4049962139858225,BlackPETG
-2.6992496526351633,-0.6844629602455419,BlackPETG
-0.6746553169165833,6.293365331163668,BlackPETG
-3.4173588980645735,-0.4886560596951152,BlackPETG
-1.2027637125269885,6.459017453489376,BlackPETG
-3.9005740029934377,-1.5258802341853024,BlackPETG
-1.7102232193839402,4.530509243154421,BlackPETG
-3.5340246237462805,-1.0609742253504781,BlackPETG
-1.640389309232196,5.440438196828379,BlackPETG
-3.6119209471755394,-0.5427116312146746,BlackPETG
-1.3762346679919093,6.397901201211875,BlackPETG
-2.347564761117678,-0.41689166095560315,BlackPETG
-0.11026500177792606,6.763648879218768,BlackPETG
-3.026574892828701,-1.0250976598707702,BlackPETG
-1.1192840250640557,5.656959268992183,BlackPETG
-3.5471149672789335,-1.3671903565491788,BlackPETG
-1.4734009098855765,4.853490337133677,BlackPETG
-3.8545078666605157,-1.3890146746592913,BlackPETG
-1.794784242415455,4.808886642065795,BlackPETG
-3.393958231773061,-0.5481544991985263,BlackPETG
-1.1759527402255543,6.3830859532014985,BlackPETG
-3.4415982391040525,-1.06389733700941,BlackPETG
-1.300928675770485,5.444368966294833,BlackPETG
-2.843539043380351,-0.8686409766544843,BlackPETG
