Color,Material,Scan,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18
c,spe,1,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0
c,spe,2,0.7020483355960592,1.394485553485819,1.130710829777963,1.130083217456564,0.5652162328903154,0.5147641502026735,0.7046484890603548,1.3435985157262815,1.107867832212001,1.0655977591747,0.4661462218432842,1.4810021111329807,1.2173432830581914,0.7499089125128433,0.6217610982152201,0.6542351348741061,0.744071581736598,1.2099842500831317
c,spe,3,0.8731903963735691,1.3449432135143262,1.314248433021724,0.9765741191999344,0.6769049999429121,0.4600275079482251,0.4252650072783563,1.3858622693618474,1.1749616697427498,1.2252094059150425,0.5090196660569783,1.4397994826030651,1.184590441763679,0.6403546898388053,0.6357610901111219,0.7891167324753254,0.8386040719163839,0.8484524160959646
c,spe,4,0.906948515786842,1.4122060783682846,1.164301741780809,1.1598261130811234,0.7591185926920316,0.7491225322478225,0.4741618598459356,1.3352549081898135,1.134241354883565,1.3056270905082814,0.4726670705112734,1.4513439544956126,1.2218091433998188,0.592718448270209,0.7630775494465204,0.8190285127105161,0.7970412308015044,1.1251097214214405
c,spe,5,0.910703721352126,1.3862023309494038,1.2681335023622464,1.2524621408436336,0.6524360365314413,0.8124588859176033,0.296109101759225,1.4483663962124576,1.1098197185670258,1.1781718427494587,0.5297605719493527,1.271152960701905,1.3104754520166706,0.7480503678294508,0.8296143716812523,0.6315774880260691,0.723392882670219,0.9745807272737844
c,spe,6,0.96608033061757,1.4835894173758846,1.1790179214347012,1.1499852275083722,0.6657263953772405,0.7528590193894915,0.4878783027804642,1.3334099311151582,1.061904196429993,1.0617210829828336,0.5501965220022601,1.496015379379983,1.3329539864646678,0.6888803973407615,0.5402878930020591,0.6413399775768979,0.7699707913068607,0.944528704710076
c,spe,7,0.8584115476807616,1.49111939209137,1.420612531932458,1.1161162654802206,0.6817736795147129,0.648549928759586,0.3662064906382953,1.3635247582300134,1.1071380327373113,1.454396789044574,0.5013483978176903,1.5000645863953554,1.3289714638298975,0.5954713069163229,0.7961072486586027,0.7585978131221113,0.8833454376638424,0.933817686152764
c,spe,8,1.0148195499409725,1.310529200130688,1.290679651191432,1.3177040467780343,0.5569650079293677,0.5993647473759255,0.5680487486769635,1.3158285803633152,0.9460486686365954,1.2149288752766485,0.4143541229231919,1.5172690952255123,1.2405002173770414,0.86733255118003,0.6034996379734769,0.6511983582328662,0.8855939646965048,0.9016699999888425
c,spe,9,0.8972861123077754,1.581428581838159,1.0712456183552823,1.117121870050267,0.6820069198672789,0.7341768075139337,0.4343885410803912,1.2341304844665075,1.1533091683048984,1.2377710451193642,0.5456337793303901,1.504554673111692,1.2644401686425726,0.7355644803943765,0.7111322145369687,0.611969368050797,0.9908196940740134,1.0721397237234167
c,spe,10,0.7554097691270976,1.5163696672732991,1.1345257747886728,1.1773669445712818,0.771878198343177,0.5739262885010316,0.6544212250926317,1.4074542384685849,1.1833210277426578,1.3977518760614402,0.4960456826955154,1.3945362357262452,1.243491197837869,0.6307580821817323,0.6741147962656902,0.7175197073350982,0.8319113228925397,1.1074747565358405
c,spe,11,0.8758403080351532,1.596067714125648,1.2055282584876097,1.3706754008559985,0.7185853752189372,0.5702787646945744,0.4509943623620882,1.4144233872992535,1.0787687332106235,1.2794726272052548,0.5679082567531569,1.462626960896307,1.2477632689935811,0.5608543882096897,0.6371734720003985,0.769044389285781,0.8256516173725581,0.9001825537610392
c,spe,12,0.8918582114324807,1.4892460443828,1.1436081981912918,1.1140309947915894,0.6618395122870365,0.5416974905531403,0.5938623482030277,1.4222545984117585,1.2094201360607364,1.3134527829995355,0.3828175575000933,1.376127348170482,1.3839461675212876,0.763717705769497,0.7333297358377054,1.068677658918906,0.8613312940288544,1.1383129956502978
c,spe,13,0.9699402951966828,1.515853431540496,1.2004670173473704,1.1745554062463637,0.5787361189886793,0.6323126596622017,0.509547257385289,1.3743635597135673,1.3325808684105596,1.0213460585368708,0.5892105133332538,1.308638265043029,1.2852494542214783,0.8212341703750128,0.6882529691166469,0.5756300320605032,0.7327118720335409,1.0927162065257054
c,spe,14,0.8015034556756488,1.4723601653681138,1.2365511258017865,1.033498449436455,0.8704130493749691,0.7193864225680038,0.3555693535024387,1.384821577251878,1.03493636526637,1.2933159112756678,0.4413324204525324,1.4584362080153044,1.3829413686984675,0.7989146300952883,0.561795326501523,0.649954386269339,0.7567477118434421,0.9594235083748668
c,spe,15,1.0510855428754722,1.4912124775060118,1.1059055463779004,1.1904446789025145,0.8682342601436999,0.7592410463913173,0.4061466155727981,1.31775273848831,1.227806126661871,1.1373056312341674,0.5649664371104253,1.547373257504928,1.2397495936426135,0.7063865750720961,0.3576982332001933,0.5809657457200048,0.7789854278202217,0.899978113435753
c,spe,16,1.037781249240526,1.307700168613853,1.1879894931417063,1.1117325419256456,0.800145969349048,0.5124083052182586,0.6743999873836954,1.3671994518768935,1.0029641466384136,1.2542829252223726,0.5404904638531495,1.4098881644461148,1.3394228492994236,0.6738077509921001,0.6931767017322255,0.7496175773055385,0.962843924574073,0.9009748817495532
c,spe,17,1.087843456312989,1.255505526457666,1.2168154323078466,1.1574902048454945,0.6841178272159398,0.5937245683541432,0.5372713871324719,1.3168760523090517,1.0421785360487876,1.293032787498148,0.5562860428923072,1.4006188926359289,1.4224026283437468,0.7430690627659371,0.7631111790909966,0.746367394045795,0.7213427418673305,0.968738327612541
c,spe,18,0.9492694793596886,1.5117513329532626,1.22990378241499,1.110391222527915,0.783785130021279,0.5968373814526197,0.6127933502852032,1.3459568805315456,1.079346891420487,1.3179502629947646,0.6031261291946054,1.551260815762058,1.4629905215158547,0.7144394948415521,0.750020264336597,0.6523778341940882,0.8366588782083819,1.0117421261954695
c,spe,19,0.8842397153466343,1.5102300089536076,1.1501718734880575,1.3078972117655827,0.5554169022924663,0.5345756590574294,0.6738946995182062,1.4453424151712286,1.1635269934484245,1.2709071287224736,0.519359817011111,1.380184415013411,1.3400230966197944,0.644622939527065,0.7793369405488757,0.66869877170322,0.7216925232802865,0.9926178474669386
