907,632,2031,582,1228,1528,623,600,125,175,54,122,21,16,30,106,51,29
915,636,2034,582,1233,1526,625,603,126,178,54,122,21,16,30,106,51,30
909,616,1968,574,1193,1481,626,602,127,176,54,122,21,16,30,106,50,29
818,589,1942,534,1168,1477,628,591,127,157,54,124,21,16,30,106,50,29
830,593,1938,540,1172,1475,627,594,127,162,54,124,21,16,30,106,51,29
883,617,1987,548,1204,1501,625,602,126,176,54,122,21,16,30,106,51,29
924,628,2002,589,1218,1503,625,607,127,184,53,121,21,16,30,105,51,30
916,633,2005,588,1217,1524,626,607,127,183,53,121,21,16,30,105,51,30
904,623,1998,566,1207,1504,626,604,126,179,54,122,21,16,30,106,51,29
922,625,1983,584,1202,1489,628,608,127,179,54,122,21,16,30,105,51,30
901,626,2018,580,1223,1516,629,608,127,180,54,122,21,16,30,106,51,30
916,626,1981,591,1203,1485,627,609,128,179,53,122,21,16,30,105,51,30
959,635,1993,602,1218,1495,627,613,128,189,54,121,21,16,30,105,51,30
963,642,2009,607,1226,1509,625,615,128,198,53,120,21,16,30,105,51,30
978,633,1984,605,1207,1477,625,615,128,197,53,120,21,16,30,105,51,30
1007,632,1965,608,1198,1459,626,617,129,195,53,120,21,16,30,105,51,30
1021,637,1967,610,1197,1458,627,617,129,198,53,120,21,16,30,104,50,30
1055,642,1961,619,1197,1444,628,621,129,204,53,119,21,16,30,104,50,30
1148,683,2062,661,1266,1499,631,636,130,225,53,119,21,16,30,103,52,31
1131,659,1979,645,1216,1458,629,631,130,217,53,119,21,16,30,103,51,31
1076,658,2029,636,1243,1484,631,628,130,210,53,120,21,16,30,103,52,30
1076,655,2006,631,1226,1478,630,629,129,214,53,120,21,16,30,103,51,30
1092,665,2023,638,1236,1495,630,630,129,215,53,120,21,16,30,104,51,31
1115,668,2017,649,1237,1490,632,635,129,218,53,119,21,16,30,103,51,31
1135,665,2004,654,1231,1481,634,641,130,227,53,119,21,16,30,103,52,31
1148,670,2020,654,1241,1483,631,637,130,223,53,119,21,16,30,103,51,31
1136,663,2001,650,1229,1465,633,635,130,219,53,120,21,16,30,103,52,31
1161,664,1998,660,1230,1468,634,635,132,216,53,120,21,16,30,102,52,31
1145,672,2020,653,1246,1486,639,638,132,216,53,121,21,16,30,102,52,31
1116,663,2011,645,1235,1482,640,638,131,214,53,122,21,16,30,103,53,31
1154,680,2048,658,1265,1501,644,650,132,228,53,121,21,16,30,102,53,31
1158,675,2030,656,1257,1493,643,653,131,235,53,121,21,16,30,102,53,31
1175,685,2034,686,1260,1516,638,657,132,247,52,120,21,16,30,102,53,32
1202,690,2057,692,1277,1511,633,654,132,246,53,118,21,16,30,102,53,32
1216,687,2046,691,1269,1497,632,650,131,245,53,118,21,16,30,102,52,31
1255,693,2046,695,1268,1488,631,648,131,242,52,118,21,16,30,102,52,31
1344,699,2023,694,1251,1465,628,650,131,250,52,117,21,16,30,102,52,31
1359,698,2010,692,1241,1439,625,649,131,253,52,116,21,16,30,102,51,31
1326,690,1991,683,1226,1434,624,648,132,252,52,115,21,16,30,102,51,31
1248,672,1960,662,1207,1418,628,646,133,244,52,116,21,16,30,101,51,31
1192,661,1960,649,1205,1422,632,641,134,236,52,118,21,16,30,101,51,31
1332,691,1997,684,1231,1430,634,657,134,253,52,117,21,16,30,100,51,32
1352,701,2022,696,1251,1451,641,662,134,251,52,119,21,16,30,100,52,32
1334,704,2036,699,1266,1469,645,664,133,251,52,120,21,16,30,101,53,32
1317,703,2038,707,1270,1479,647,669,133,254,52,121,21,16,30,100,53,32
1270,702,2064,705,1289,1511,644,665,133,252,52,121,21,16,30,101,54,32
1272,712,2107,701,1317,1533,641,666,133,256,52,120,21,16,30,101,54,32
1400,740,2135,754,1338,1560,636,673,134,268,52,118,21,16,30,100,54,32
1483,749,2146,760,1345,1534,628,670,133,277,52,116,21,16,30,100,53,32
1565,755,2120,757,1326,1508,626,673,133,287,52,115,21,16,30,100,53,32
1565,751,2104,758,1312,1492,627,672,134,286,52,115,21,16,30,100,52,32
1536,738,2073,738,1289,1469,628,668,134,278,52,115,21,16,30,100,52,32
1488,730,2069,724,1271,1458,629,664,134,272,52,115,21,16,30,100,52,32
1480,723,2046,721,1266,1444,629,666,134,268,51,115,21,16,30,100,52,32
1466,720,2034,723,1266,1445,633,671,135,277,51,116,21,16,30,99,52,32
1456,721,2038,724,1275,1454,634,673,135,278,51,116,21,16,30,99,52,32
1487,723,2034,732,1276,1452,634,677,136,286,51,116,21,16,30,99,52,32
1531,741,2079,749,1302,1475,634,682,136,292,51,116,21,16,30,99,53,33
1540,748,2095,759,1313,1485,634,683,136,294,51,116,21,16,30,99,53,33
1601,761,2103,774,1321,1490,636,687,137,295,51,116,21,16,30,99,53,33
1603,760,2117,774,1332,1492,636,686,137,297,51,116,21,16,31,99,53,33
1769,789,2129,806,1346,1484,631,699,138,312,51,114,22,16,30,98,53,33
1876,813,2160,827,1369,1494,626,705,138,333,51,113,22,16,30,97,53,34
1829,809,2167,824,1372,1493,627,708,138,336,51,113,22,16,30,97,53,34
1829,798,2153,819,1364,1477,626,709,138,339,50,112,22,16,30,97,53,34
1836,804,2149,825,1360,1485,626,711,139,338,50,112,22,16,30,97,53,34
1851,802,2145,823,1360,1482,625,711,138,341,50,112,22,16,30,97,53,34
2114,848,2140,877,1363,1453,611,731,140,348,50,108,22,16,30,95,53,35
2150,854,2162,881,1387,1452,607,729,139,376,50,107,22,16,30,95,53,35
2140,852,2166,882,1390,1457,609,728,139,375,50,108,22,16,30,96,53,35
2126,845,2156,869,1381,1450,609,725,139,372,50,108,22,16,30,96,53,35
2113,845,2160,869,1379,1451,610,723,138,370,50,108,21,16,30,96,53,34
1954,819,2158,837,1373,1463,616,710,136,363,50,110,22,16,30,97,53,34
1941,816,2144,834,1361,1466,618,708,136,345,50,111,21,16,30,97,53,34
1859,801,2143,815,1350,1466,616,697,134,332,51,111,21,16,30,98,53,33
