Color,Material,Scan,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20
e,Dec,441,186.35,844.72,2251.89,307.33,1227.16,614.87,75.72,199.42,1839.47,263.59,2881.83,25.51,465.46,327.01,629.64,1478.8,49.16,32.71,WhiteASA,WhiteASA
e,Dec,442,206.87,843.75,2251.89,316.99,1225.59,631.91,77.44,204.39,1723.67,264.55,2579.51,25.97,454.09,322.88,553.54,1325.86,50.44,33.64,WhiteASA,WhiteASA
e,Dec,443,235.6,856.37,2262.19,318.74,1232.62,631.91,78.02,206.05,1546.36,269.8,2362.83,25.97,428.91,307.19,473.82,1105.44,51.08,33.64,WhiteASA,WhiteASA
e,Dec,444,187.99,850.55,2252.83,323.13,1223.25,637.59,73.43,201.63,1786.4,265.5,2968.5,25.04,455.72,331.96,702.12,1483.3,49.16,33.64,WhiteASA,WhiteASA
e,Dec,445,190.45,855.4,2286.54,315.23,1244.33,620.55,67.12,191.14,1518.62,258.82,2670.31,23.65,401.29,307.19,577.09,1380.96,45.97,32.71,WhiteASA,WhiteASA
e,Dec,446,273.37,870.94,2338.97,338.94,1279.46,659.6,65.4,193.9,1097.65,252.61,1529.13,24.11,271.32,249.38,295.34,705.1,44.05,32.71,WhiteASA,WhiteASA
e,Dec,447,305.38,879.68,2370.81,345.08,1301.32,667.41,65.4,193.9,1032.52,250.7,1227.85,24.11,226.64,225.44,232.83,499.31,43.42,33.64,WhiteASA,WhiteASA
e,Dec,448,281.57,877.74,2369.87,345.96,1302.1,665.99,65.4,193.35,1013.22,251.65,1172.13,24.11,220.14,220.48,223.77,457.7,44.05,33.64,WhiteASA,WhiteASA
e,Dec,449,298.81,883.56,2393.28,344.21,1320.83,659.6,64.82,188.37,1010.8,251.65,1261.9,23.65,233.14,225.44,221.96,471.19,44.69,32.71,WhiteASA,WhiteASA
e,Dec,450,284.04,881.62,2388.6,355.62,1322.39,681.61,68.27,195.0,1056.64,253.56,1373.33,24.58,254.26,237.0,238.27,488.06,45.33,33.64,WhiteASA,WhiteASA
e,Dec,451,292.25,885.5,2402.64,360.89,1335.66,689.42,69.99,196.66,1059.05,252.61,1345.47,25.04,260.76,238.65,225.58,475.69,45.97,33.64,WhiteASA,WhiteASA
e,Dec,452,275.83,882.59,2397.03,351.23,1334.1,670.25,68.27,190.58,1018.04,254.04,1426.98,24.58,247.76,228.74,224.68,426.21,46.61,32.71,WhiteASA,WhiteASA
e,Dec,453,265.16,881.62,2392.34,347.72,1329.42,665.99,69.99,192.79,1016.84,255.47,1410.48,25.04,256.7,232.87,222.87,447.58,47.25,33.64,WhiteASA,WhiteASA
e,Dec,454,252.84,878.71,2379.24,355.62,1321.61,682.32,72.85,198.87,1048.2,258.82,1417.7,25.51,268.88,238.65,228.3,439.7,47.89,33.64,WhiteASA,WhiteASA
e,Dec,455,245.45,877.74,2375.49,374.06,1317.71,720.66,78.59,212.68,1132.63,259.77,1526.04,27.36,300.56,257.64,236.45,497.06,47.89,35.51,WhiteASA,WhiteASA
e,Dec,456,216.72,870.94,2352.08,345.96,1297.41,670.25,74.0,201.63,1104.89,262.16,1628.19,25.51,304.62,251.86,261.82,527.42,47.89,33.64,WhiteASA,WhiteASA
e,Dec,457,210.98,869.97,2346.46,343.33,1291.95,665.99,73.43,201.63,1103.68,262.16,1624.06,25.51,303.0,251.86,267.26,543.16,47.89,33.64,WhiteASA,WhiteASA
e,Dec,458,211.8,869.97,2349.27,334.55,1293.51,648.24,71.71,195.56,1069.91,261.68,1667.39,24.58,294.06,244.43,261.82,528.54,47.89,32.71,WhiteASA,WhiteASA
e,Dec,459,214.26,869.97,2346.46,346.84,1294.29,670.25,74.58,202.18,1094.03,262.64,1640.57,25.97,299.75,249.38,269.07,517.3,47.89,33.64,WhiteASA,WhiteASA
e,Dec,460,224.11,872.88,2355.83,348.6,1304.44,673.09,74.58,201.63,1088.0,262.16,1543.58,25.97,292.44,248.56,250.04,489.18,48.52,33.64,WhiteASA,WhiteASA
e,Dec,461,225.75,873.85,2358.64,347.72,1305.22,670.96,74.0,201.08,1066.29,262.16,1486.83,25.51,281.88,243.6,240.98,473.44,48.52,33.64,WhiteASA,WhiteASA
e,Dec,462,229.04,874.82,2363.32,352.11,1308.34,678.06,72.85,199.97,1084.38,259.3,1481.67,25.51,279.44,245.26,248.23,497.06,47.89,33.64,WhiteASA,WhiteASA
e,Dec,463,222.47,872.88,2353.95,347.72,1299.75,671.67,72.28,200.53,1136.25,259.77,1620.96,25.51,303.81,260.12,280.85,641.0,47.89,33.64,WhiteASA,WhiteASA
e,Dec,464,226.57,871.91,2353.02,337.18,1297.41,649.66,68.84,193.9,1077.15,258.34,1629.22,24.58,284.31,250.21,276.32,627.51,46.61,33.64,WhiteASA,WhiteASA
e,Dec,465,228.22,871.91,2352.08,344.21,1295.07,664.57,68.27,196.11,1072.32,256.91,1506.43,24.58,264.82,242.78,270.88,552.16,46.61,32.71,WhiteASA,WhiteASA
e,Dec,466,220.01,869.0,2338.04,342.45,1282.58,663.86,67.69,196.66,1061.47,255.47,1339.28,24.58,253.45,237.82,252.76,537.54,45.33,33.64,WhiteASA,WhiteASA
e,Dec,467,243.81,868.03,2329.61,333.67,1277.12,651.79,67.12,197.21,1126.6,253.56,1279.44,24.11,283.5,256.82,250.04,819.81,44.69,33.64,WhiteASA,WhiteASA
e,Dec,468,196.2,855.4,2281.86,326.65,1243.55,641.85,68.84,198.87,1457.1,256.91,2274.09,24.58,391.54,305.54,497.37,1305.62,45.33,33.64,WhiteASA,WhiteASA
e,Dec,469,182.24,852.49,2271.56,310.84,1238.08,615.58,74.0,199.97,2055.38,260.25,2746.66,25.04,490.65,342.7,601.56,1710.46,46.61,32.71,WhiteASA,WhiteASA
e,Dec,470,206.87,853.46,2256.58,322.25,1230.28,636.88,78.02,207.71,1759.86,267.89,2585.7,25.97,460.59,329.48,558.07,1365.22,49.8,33.64,WhiteASA,WhiteASA
e,Dec,471,223.29,861.23,2287.47,350.35,1253.7,686.58,82.61,219.86,1416.09,269.8,2093.53,27.82,406.16,303.89,355.14,894.03,50.44,35.51,WhiteASA,WhiteASA
e,Dec,472,185.53,854.43,2277.17,327.52,1241.99,644.69,71.71,201.63,1732.12,260.73,2607.37,25.04,446.78,330.31,584.34,1509.16,46.61,33.64,WhiteASA,WhiteASA
e,Dec,473,236.42,863.17,2310.88,334.55,1263.06,651.08,65.97,195.56,1048.2,254.04,1592.07,24.11,242.89,233.69,328.86,585.9,44.05,32.71,WhiteASA,WhiteASA
e,Dec,474,297.99,880.65,2377.36,352.99,1313.02,675.93,65.4,193.9,1020.45,251.65,1125.7,24.11,214.45,218.0,212.9,417.21,44.05,32.71,WhiteASA,WhiteASA
e,Dec,475,280.75,880.65,2381.11,352.11,1318.49,672.38,67.12,194.45,1049.4,254.04,1309.36,24.58,248.57,233.69,235.55,493.68,45.33,32.71,WhiteASA,WhiteASA
e,Dec,476,288.96,882.59,2387.66,347.72,1326.3,663.15,67.12,191.14,1036.13,254.04,1423.89,24.11,255.07,232.87,236.45,492.56,45.97,32.71,WhiteASA,WhiteASA
e,Dec,477,245.45,875.79,2364.25,357.38,1313.02,680.9,70.56,197.76,1062.67,258.34,1536.36,25.04,268.07,240.3,260.92,489.18,47.25,33.64,WhiteASA,WhiteASA
e,Dec,478,265.98,880.65,2386.73,360.89,1330.2,687.29,71.71,198.32,1048.2,256.43,1349.6,25.51,255.88,232.87,221.96,422.84,47.25,33.64,WhiteASA,WhiteASA
e,Dec,479,231.5,873.85,2356.76,360.01,1307.56,686.58,74.0,201.08,1063.88,260.25,1506.43,25.97,272.13,239.48,250.04,422.84,48.52,33.64,WhiteASA,WhiteASA
e,Dec,480,206.87,865.11,2319.31,331.04,1279.46,641.85,72.85,197.76,1092.83,264.55,1722.08,25.04,303.81,246.91,291.72,591.52,49.16,32.71,WhiteASA,WhiteASA
e,Dec,481,206.05,864.14,2313.69,336.3,1273.99,651.79,75.15,204.95,1170.02,265.03,1813.91,25.97,330.62,265.07,330.67,745.58,49.16,33.64,WhiteASA,WhiteASA
e,Dec,482,199.48,862.2,2308.07,331.91,1267.75,648.24,74.0,203.29,1170.02,263.59,1762.32,25.51,328.18,263.42,316.18,697.23,48.52,33.64,WhiteASA,WhiteASA
e,Dec,483,224.93,869.97,2342.72,350.35,1298.19,673.8,74.0,202.74,1107.3,261.21,1553.9,25.97,294.06,251.86,263.63,554.41,48.52,33.64,WhiteASA,WhiteASA
e,Dec,484,237.25,873.85,2357.7,349.48,1307.56,668.83,72.28,200.53,1088.0,259.3,1549.77,25.51,285.94,248.56,265.45,560.03,47.89,33.64,WhiteASA,WhiteASA
e,Dec,485,259.41,877.74,2370.81,354.74,1313.81,675.22,69.41,196.11,1072.32,256.91,1490.96,25.04,268.88,242.78,259.1,522.92,46.61,32.71,WhiteASA,WhiteASA
e,Dec,486,287.32,881.62,2385.79,343.33,1323.95,655.34,65.4,189.48,1010.8,254.04,1357.85,23.65,233.95,223.79,231.93,459.95,45.33,31.77,WhiteASA,WhiteASA
e,Dec,487,258.59,870.94,2340.85,347.72,1286.48,668.12,66.54,195.56,1037.34,253.56,1242.29,24.11,229.08,226.26,240.08,489.18,44.69,33.64,WhiteASA,WhiteASA
e,Dec,488,226.57,861.23,2303.39,333.67,1259.94,650.37,68.27,198.32,1278.58,255.95,1976.94,24.58,341.99,285.72,415.83,1086.33,44.69,33.64,WhiteASA,WhiteASA
e,Dec,489,191.27,853.46,2263.13,318.74,1236.52,624.81,75.15,202.74,1769.51,266.46,2718.8,25.51,456.53,329.48,576.19,1478.8,49.16,34.58,WhiteASA,WhiteASA
e,Dec,490,213.44,857.35,2268.75,333.67,1241.21,650.37,78.59,208.81,1288.23,268.85,2333.94,26.43,369.61,281.59,462.94,712.97,50.44,33.64,WhiteASA,WhiteASA
e,Dec,491,223.29,868.03,2323.99,360.89,1280.24,702.2,82.61,218.76,1225.51,267.89,1765.42,27.82,343.61,274.98,265.45,534.17,49.8,35.51,WhiteASA,WhiteASA
e,Dec,492,221.65,871.91,2345.53,339.82,1295.85,657.47,76.3,202.18,1060.26,266.46,1503.34,25.97,285.13,236.17,220.15,385.72,49.8,32.71,WhiteASA,WhiteASA
e,Dec,493,197.84,858.32,2284.67,320.5,1250.57,625.52,74.0,200.53,1361.81,266.46,2160.6,25.51,385.04,292.32,391.37,971.62,49.16,33.64,WhiteASA,WhiteASA
e,Dec,494,193.74,858.32,2293.09,321.38,1252.14,628.36,71.13,196.66,1454.69,263.12,2428.87,24.58,396.42,299.76,481.97,1095.32,47.25,32.71,WhiteASA,WhiteASA
e,Dec,495,250.38,867.06,2326.8,330.16,1275.55,639.01,65.4,191.14,1180.88,255.47,1920.19,23.65,315.18,266.73,356.95,861.41,44.69,32.71,WhiteASA,WhiteASA
e,Dec,496,292.25,875.79,2357.7,347.72,1296.63,668.12,65.4,194.45,1074.73,252.61,1437.3,24.11,249.38,237.82,261.82,555.53,44.05,33.64,WhiteASA,WhiteASA
e,Dec,497,266.8,874.82,2356.76,346.84,1295.07,668.83,65.97,194.45,1036.13,252.61,1186.57,24.11,222.58,222.96,222.87,455.45,44.05,32.71,WhiteASA,WhiteASA
e,Dec,498,281.57,879.68,2376.43,351.23,1311.46,673.09,66.54,195.0,1032.52,251.65,1111.25,24.11,222.58,222.13,207.46,419.46,44.69,32.71,WhiteASA,WhiteASA
e,Dec,499,273.37,879.68,2380.17,357.38,1315.37,682.32,67.12,195.56,1040.96,253.09,1205.15,24.58,226.64,224.61,217.43,411.59,45.33,33.64,WhiteASA,WhiteASA
e,Dec,500,263.51,878.71,2377.36,355.62,1314.59,680.9,69.41,197.76,1065.08,254.52,1319.68,25.04,255.07,238.65,231.93,480.19,45.97,33.64,WhiteASA,WhiteASA
e,Dec,501,248.74,877.74,2369.87,343.33,1313.81,656.76,68.27,192.24,1050.61,256.91,1535.32,24.58,265.63,238.65,250.04,502.68,46.61,32.71,WhiteASA,WhiteASA
e,Dec,502,265.16,663.16,1938.22,185.27,1006.24,558.78,80.31,160.75,361.86,174.77,119.69,31.53,34.93,26.42,88.78,112.46,39.59,29.9,BlackPETG,BlackPETG
e,Dec,503,221.0,303.0,2070.0,211.0,1289.0,787.0,140.0,291.0,300.0,366.0,116.0,68.0,43.0,32.0,98.0,100.0,62.0,32.0,BlackPETG,BlackPETG
e,Dec,504,352.99,672.87,1954.14,190.54,1008.58,563.75,86.62,171.25,484.9,183.37,147.55,31.53,39.8,30.55,120.49,103.46,40.22,29.9,BlackPETG,BlackPETG
e,Dec,505,286.0,310.0,2087.0,217.0,1292.0,794.0,151.0,310.0,402.0,384.0,143.0,68.0,49.0,37.0,133.0,92.0,63.0,32.0,BlackPETG,BlackPETG
e,Dec,506,392.4,641.8,1939.16,175.62,978.91,560.2,103.26,187.27,1418.5,197.69,193.98,32.92,80.42,37.99,112.34,80.97,40.86,29.9,BlackPETG,BlackPETG
e,Dec,507,312.0,295.0,2071.0,200.0,1254.0,789.0,180.0,339.0,1176.0,414.0,188.0,71.0,99.0,46.0,124.0,72.0,64.0,32.0,BlackPETG,BlackPETG
e,Dec,508,398.97,657.33,1960.69,184.4,991.4,580.08,103.83,193.9,919.13,201.04,200.17,33.85,63.36,37.16,219.24,76.47,40.86,30.84,BlackPETG,BlackPETG
e,Dec,509,326.0,311.0,2094.0,210.0,1270.0,817.0,181.0,351.0,762.0,421.0,194.0,73.0,78.0,45.0,242.0,68.0,64.0,33.0,BlackPETG,BlackPETG
e,Dec,510,372.7,626.26,1914.81,176.49,978.13,556.65,106.13,187.82,936.02,198.65,195.01,33.85,68.24,33.03,86.97,67.47,40.22,29.9,BlackPETG,BlackPETG
e,Dec,511,295.0,287.0,2045.0,201.0,1253.0,784.0,185.0,340.0,776.0,416.0,189.0,73.0,84.0,40.0,96.0,60.0,63.0,32.0,BlackPETG,BlackPETG
e,Dec,512,175.68,632.09,1959.76,193.18,1007.8,585.05,53.92,126.5,453.54,131.8,123.82,29.68,66.61,32.21,86.07,133.82,37.67,28.97,BlackPETG,BlackPETG
e,Dec,513,127.0,305.0,2093.0,220.0,1291.0,824.0,94.0,229.0,376.0,276.0,120.0,64.0,82.0,39.0,95.0,119.0,59.0,31.0,BlackPETG,BlackPETG
e,Dec,514,210.98,632.09,1975.67,184.4,996.87,582.92,65.4,137.0,468.01,134.18,149.61,31.07,44.68,33.03,88.78,145.07,38.31,29.9,BlackPETG,BlackPETG
e,Dec,515,143.0,292.0,2110.0,210.0,1277.0,821.0,114.0,248.0,388.0,281.0,145.0,67.0,55.0,40.0,98.0,129.0,60.0,32.0,BlackPETG,BlackPETG
e,Dec,516,209.33,625.29,1951.33,182.64,992.18,572.98,106.13,191.14,247.27,198.17,90.8,34.78,59.3,21.47,71.57,137.2,40.22,30.84,BlackPETG,BlackPETG
e,Dec,517,106.0,283.0,2084.0,208.0,1271.0,807.0,185.0,346.0,205.0,415.0,88.0,75.0,73.0,26.0,79.0,122.0,63.0,33.0,BlackPETG,BlackPETG
e,Dec,518,404.71,685.49,2013.13,193.18,1006.24,585.76,101.54,196.66,1065.08,204.86,180.57,33.85,69.05,39.64,159.45,69.72,42.14,30.84,BlackPETG,BlackPETG
e,Dec,519,318.0,324.0,2150.0,220.0,1289.0,825.0,177.0,356.0,883.0,429.0,175.0,73.0,85.0,48.0,176.0,62.0,66.0,33.0,BlackPETG,BlackPETG
e,Dec,520,141.2,635.97,1996.27,187.91,1003.11,590.73,66.54,138.66,453.54,142.78,122.78,31.53,48.74,31.38,86.07,143.94,38.95,29.9,BlackPETG,BlackPETG
e,Dec,521,117.0,295.0,2132.0,214.0,1285.0,832.0,116.0,251.0,376.0,299.0,119.0,68.0,60.0,38.0,95.0,128.0,61.0,32.0,BlackPETG,BlackPETG
e,Dec,522,129.7,606.84,1933.54,187.03,988.28,579.37,88.34,169.04,425.79,177.16,125.88,33.39,45.49,29.73,89.69,142.82,40.22,30.84,BlackPETG,BlackPETG
e,Dec,523,112.0,291.0,2065.0,213.0,1266.0,816.0,154.0,306.0,353.0,371.0,122.0,72.0,56.0,36.0,99.0,127.0,63.0,33.0,BlackPETG,BlackPETG
e,Dec,524,286.5,672.87,1984.1,196.69,1017.16,585.76,88.34,173.46,357.04,176.68,121.75,33.39,32.49,23.95,101.47,106.83,40.86,30.84,BlackPETG,BlackPETG
e,Dec,525,248.0,319.0,2119.0,224.0,1303.0,825.0,154.0,314.0,296.0,370.0,118.0,72.0,40.0,29.0,112.0,95.0,64.0,33.0,BlackPETG,BlackPETG
e,Dec,526,368.59,669.95,1982.23,190.54,1000.77,575.11,91.79,179.54,572.95,188.62,163.02,32.46,45.49,32.21,144.05,89.96,40.86,30.84,BlackPETG,BlackPETG
e,Dec,527,302.0,315.0,2117.0,217.0,1282.0,810.0,160.0,325.0,475.0,395.0,158.0,70.0,56.0,39.0,159.0,80.0,64.0,33.0,BlackPETG,BlackPETG
e,Dec,528,233.14,677.72,1944.77,201.96,986.72,560.91,76.3,162.96,536.76,174.77,107.31,31.53,47.11,30.55,74.29,104.58,40.86,30.84,BlackPETG,BlackPETG
e,Dec,529,192.0,320.0,2077.0,230.0,1264.0,790.0,133.0,295.0,445.0,366.0,104.0,68.0,58.0,37.0,82.0,93.0,64.0,33.0,BlackPETG,BlackPETG
e,Dec,530,391.58,653.45,1940.09,184.4,986.72,558.78,95.8,182.3,950.49,195.78,156.83,32.46,66.61,40.46,76.1,70.85,41.5,29.9,BlackPETG,BlackPETG
e,Dec,531,316.0,301.0,2072.0,210.0,1264.0,787.0,167.0,330.0,788.0,410.0,152.0,70.0,82.0,49.0,84.0,63.0,65.0,32.0,BlackPETG,BlackPETG
e,Dec,532,135.45,608.78,1916.68,181.76,960.18,565.88,55.07,124.29,402.87,133.23,113.5,29.21,74.73,32.21,83.35,141.69,38.31,28.97,BlackPETG,BlackPETG
e,Dec,533,107.0,285.0,2047.0,207.0,1230.0,797.0,96.0,225.0,334.0,279.0,110.0,63.0,92.0,39.0,92.0,126.0,60.0,31.0,BlackPETG,BlackPETG
e,Dec,534,206.05,651.51,1936.35,188.79,986.72,545.29,77.44,158.54,334.12,164.27,92.86,30.61,38.18,23.95,71.57,112.46,39.59,29.9,BlackPETG,BlackPETG
e,Dec,535,210.0,300.0,2068.0,215.0,1264.0,768.0,135.0,287.0,277.0,344.0,90.0,66.0,47.0,29.0,79.0,100.0,62.0,32.0,BlackPETG,BlackPETG
e,Dec,536,402.25,671.89,1947.58,192.3,978.13,556.65,92.36,185.61,1104.89,202.47,159.93,31.53,73.92,41.29,92.41,67.47,40.86,30.84,BlackPETG,BlackPETG
e,Dec,537,324.0,313.0,2080.0,219.0,1253.0,784.0,161.0,336.0,916.0,424.0,155.0,68.0,91.0,50.0,102.0,60.0,64.0,33.0,BlackPETG,BlackPETG
e,Dec,538,324.26,609.75,1886.72,172.1,949.25,543.16,100.39,181.19,909.48,191.01,188.82,32.46,66.61,34.68,125.93,70.85,40.22,30.84,BlackPETG,BlackPETG
e,Dec,539,279.0,283.0,2015.0,196.0,1216.0,765.0,175.0,328.0,754.0,400.0,183.0,70.0,82.0,42.0,139.0,63.0,63.0,33.0,BlackPETG,BlackPETG
e,Dec,540,316.05,663.16,1956.01,191.42,982.82,562.33,87.2,174.01,578.98,198.65,160.96,32.0,47.93,30.55,109.62,86.59,41.5,30.84,BlackPETG,BlackPETG
e,Dec,541,177.0,304.0,2089.0,218.0,1259.0,792.0,152.0,315.0,480.0,416.0,156.0,69.0,59.0,37.0,121.0,77.0,65.0,33.0,BlackPETG,BlackPETG
e,Dec,542,117.39,602.96,1921.37,180.88,970.33,570.14,97.52,177.88,344.98,180.5,103.18,33.85,48.74,26.42,85.16,147.32,40.22,30.84,BlackPETG,BlackPETG
e,Dec,543,92.0,281.0,2052.0,206.0,1243.0,803.0,170.0,322.0,286.0,378.0,100.0,73.0,60.0,32.0,94.0,131.0,63.0,33.0,BlackPETG,BlackPETG
e,Dec,544,142.84,585.48,1886.72,180.88,954.71,566.59,59.66,125.4,458.36,165.22,128.98,30.14,44.68,32.21,88.78,142.82,39.59,28.97,BlackPETG,BlackPETG
e,Dec,545,164.0,279.0,2015.0,206.0,1223.0,798.0,104.0,227.0,380.0,346.0,125.0,65.0,55.0,39.0,98.0,127.0,62.0,31.0,BlackPETG,BlackPETG
e,Dec,546,194.56,618.49,1946.65,177.37,978.91,555.94,88.92,166.28,419.76,139.44,151.68,32.46,39.8,27.25,87.88,140.57,38.95,29.9,BlackPETG,BlackPETG
e,Dec,547,99.0,275.0,2079.0,202.0,1254.0,783.0,155.0,301.0,348.0,292.0,147.0,70.0,49.0,33.0,97.0,125.0,61.0,32.0,BlackPETG,BlackPETG
e,Dec,548,116.57,601.99,1919.49,175.62,974.23,553.1,97.52,177.33,297.93,186.71,92.86,32.92,60.92,23.95,80.63,134.95,40.22,29.9,BlackPETG,BlackPETG
e,Dec,549,100.0,273.0,2050.0,200.0,1248.0,779.0,170.0,321.0,247.0,391.0,90.0,71.0,75.0,29.0,89.0,120.0,63.0,32.0,BlackPETG,BlackPETG
e,Dec,550,309.49,669.95,1981.29,197.57,1010.14,580.08,95.8,186.72,960.14,195.31,166.12,33.39,77.17,45.42,192.97,82.09,41.5,30.84,BlackPETG,BlackPETG
e,Dec,551,248.0,315.0,2116.0,225.0,1294.0,817.0,167.0,338.0,796.0,409.0,161.0,72.0,95.0,55.0,213.0,73.0,65.0,33.0,BlackPETG,BlackPETG
e,Dec,552,273.37,654.42,1962.57,182.64,997.65,572.27,70.56,141.42,447.5,196.74,150.64,32.0,49.55,29.73,110.53,140.57,41.5,29.9,BlackPETG,BlackPETG
e,Dec,553,104.0,282.0,2096.0,208.0,1278.0,806.0,123.0,256.0,371.0,412.0,146.0,69.0,61.0,36.0,122.0,125.0,65.0,32.0,BlackPETG,BlackPETG
e,Dec,554,142.84,614.61,1929.79,185.27,983.6,577.95,69.41,141.42,388.4,145.64,110.4,32.0,81.23,33.03,86.07,142.82,38.95,29.9,BlackPETG,BlackPETG
e,Dec,555,113.0,288.0,2061.0,211.0,1260.0,814.0,121.0,256.0,322.0,305.0,107.0,69.0,100.0,40.0,95.0,127.0,61.0,32.0,BlackPETG,BlackPETG
e,Dec,556,128.06,601.02,1922.3,182.64,979.69,568.72,68.27,137.0,452.33,153.28,135.17,31.53,48.74,29.73,89.69,143.94,38.95,28.97,BlackPETG,BlackPETG
e,Dec,557,102.0,277.0,2053.0,208.0,1255.0,801.0,119.0,248.0,375.0,321.0,131.0,68.0,60.0,36.0,99.0,128.0,61.0,31.0,BlackPETG,BlackPETG
e,Dec,558,118.21,614.61,1940.09,180.88,974.23,572.27,93.51,174.56,343.77,184.8,96.99,33.39,42.24,23.95,83.35,142.82,40.22,30.84,BlackPETG,BlackPETG
e,Dec,559,94.0,284.0,2072.0,206.0,1248.0,806.0,163.0,316.0,285.0,387.0,94.0,72.0,52.0,29.0,92.0,127.0,63.0,33.0,BlackPETG,BlackPETG
e,Dec,560,156.8,620.43,1958.82,182.64,983.6,575.11,75.72,148.6,465.6,170.0,122.78,32.0,45.49,33.03,86.07,141.69,40.22,29.9,BlackPETG,BlackPETG
e,Dec,561,127.0,286.0,2092.0,208.0,1260.0,810.0,132.0,269.0,386.0,356.0,119.0,69.0,56.0,40.0,95.0,126.0,63.0,32.0,BlackPETG,BlackPETG
e,Dec,562,191.27,629.17,1977.55,201.08,998.43,624.81,78.02,155.23,533.15,152.81,160.96,34.32,52.8,38.81,91.5,149.57,39.59,31.77,BlackPETG,BlackPETG
e,Dec,563,157.0,312.0,2112.0,229.0,1279.0,880.0,136.0,281.0,442.0,320.0,156.0,74.0,65.0,47.0,101.0,133.0,62.0,34.0,BlackPETG,BlackPETG
e,Dec,564,197.02,667.04,2039.34,194.93,1027.31,591.44,59.66,134.24,471.63,141.82,135.17,30.61,45.49,32.21,87.88,137.2,39.59,29.9,BlackPETG,BlackPETG
e,Dec,565,155.0,309.0,2178.0,222.0,1316.0,833.0,104.0,243.0,391.0,297.0,131.0,66.0,56.0,39.0,97.0,122.0,62.0,32.0,BlackPETG,BlackPETG
e,Dec,566,148.59,638.88,1987.85,182.64,998.43,567.3,82.61,161.31,442.68,175.25,128.98,32.46,39.8,27.25,86.07,146.19,40.86,31.77,BlackPETG,BlackPETG
e,Dec,567,120.0,288.0,2123.0,208.0,1279.0,799.0,144.0,292.0,367.0,367.0,125.0,70.0,49.0,33.0,95.0,130.0,64.0,34.0,BlackPETG,BlackPETG
e,Dec,568,148.59,629.17,1982.23,190.54,1006.24,589.31,91.21,170.14,472.83,177.16,134.13,34.32,52.8,37.16,92.41,149.57,40.22,30.84,BlackPETG,BlackPETG
e,Dec,569,115.0,292.0,2117.0,217.0,1289.0,830.0,159.0,308.0,392.0,371.0,130.0,74.0,65.0,45.0,102.0,133.0,63.0,33.0,BlackPETG,BlackPETG
e,Dec,570,151.05,615.58,1956.01,188.79,1000.77,582.92,91.79,167.93,474.04,173.82,138.26,34.32,52.8,37.16,94.22,150.69,40.22,29.9,BlackPETG,BlackPETG
e,Dec,571,117.0,286.0,2089.0,215.0,1282.0,821.0,160.0,304.0,393.0,364.0,134.0,74.0,65.0,45.0,104.0,134.0,63.0,32.0,BlackPETG,BlackPETG
e,Dec,572,201.12,638.88,2000.02,180.01,1011.7,568.01,60.81,129.27,449.92,134.18,148.58,30.61,43.05,30.55,88.78,147.32,38.95,29.9,BlackPETG,BlackPETG
e,Dec,573,168.0,288.0,2136.0,205.0,1296.0,800.0,106.0,234.0,373.0,281.0,144.0,66.0,53.0,37.0,98.0,131.0,61.0,32.0,BlackPETG,BlackPETG
e,Dec,574,133.81,624.32,1969.12,182.64,993.75,578.66,88.92,168.49,425.79,176.68,117.63,33.39,40.62,27.25,86.07,139.45,40.22,29.9,BlackPETG,BlackPETG
e,Dec,575,100.0,287.0,2103.0,208.0,1273.0,815.0,155.0,305.0,353.0,370.0,114.0,72.0,50.0,33.0,95.0,124.0,63.0,32.0,BlackPETG,BlackPETG
e,Dec,576,202.77,628.2,1974.74,188.79,1000.77,590.73,61.95,131.47,477.66,138.96,146.52,31.07,47.11,33.86,89.69,141.69,38.95,29.9,BlackPETG,BlackPETG
e,Dec,577,161.0,294.0,2109.0,215.0,1282.0,832.0,108.0,238.0,396.0,291.0,142.0,67.0,58.0,41.0,99.0,126.0,61.0,32.0,BlackPETG,BlackPETG
e,Dec,578,155.97,666.07,2008.45,200.2,1021.85,594.28,63.68,140.31,425.79,144.21,118.66,31.53,64.17,28.9,85.16,132.7,39.59,29.9,BlackPETG,BlackPETG
e,Dec,579,126.0,312.0,2145.0,228.0,1309.0,837.0,111.0,254.0,353.0,302.0,115.0,68.0,79.0,35.0,94.0,118.0,62.0,32.0,BlackPETG,BlackPETG
e,Dec,580,138.74,634.03,1985.97,183.52,1003.89,578.66,96.95,177.88,394.43,176.68,119.69,34.32,38.99,26.42,86.97,143.94,40.86,30.84,BlackPETG,BlackPETG
e,Dec,581,94.0,287.0,2121.0,209.0,1286.0,815.0,169.0,322.0,327.0,370.0,116.0,74.0,48.0,32.0,96.0,128.0,64.0,33.0,BlackPETG,BlackPETG
e,Dec,582,398.14,653.45,1972.86,193.18,991.4,598.54,106.13,198.87,1786.4,200.08,221.84,35.24,97.48,53.68,214.71,74.22,41.5,31.77,BlackPETG,BlackPETG
e,Dec,583,319.0,317.0,2107.0,220.0,1270.0,843.0,185.0,360.0,1481.0,419.0,215.0,76.0,120.0,65.0,237.0,66.0,65.0,34.0,BlackPETG,BlackPETG
