Color,Material,Scan,Value1,Value2,Value3,Value4,Value5,Value6,Value7,Value8,Value9,Value10,Value11,Value12,Value13,Value14,Value15,Value16,Value17,Value18,Value19,Value20
e,Dec,1252,151.87,823.36,2076.8,276.59,1108.5,564.46,57.37,183.4,253.3,238.76,179.53,23.19,77.98,55.33,99.66,247.4,44.05,32.71,BluePLA,BluePLA
e,Dec,1253,173.21,826.28,2076.8,295.03,1111.62,601.38,60.23,192.24,229.18,235.42,222.87,24.58,91.79,61.93,114.15,317.13,44.69,34.58,BluePLA,BluePLA
e,Dec,1254,146.12,825.3,2091.78,273.96,1117.87,553.81,55.07,176.77,285.87,234.94,185.72,22.72,73.92,53.68,95.13,210.29,44.05,33.64,BluePLA,BluePLA
e,Dec,1255,146.12,825.3,2094.59,281.86,1118.65,570.85,56.79,182.3,313.61,234.46,165.09,23.19,71.48,52.02,88.78,179.93,44.05,32.71,BluePLA,BluePLA
e,Dec,1256,144.48,823.36,2081.48,269.57,1109.28,549.55,54.5,177.33,331.71,237.33,163.02,22.26,66.61,50.37,86.97,157.44,44.05,31.77,BluePLA,BluePLA
e,Dec,1257,149.41,826.28,2089.91,278.35,1115.52,564.46,57.94,184.51,303.97,240.19,161.99,22.72,69.05,52.02,91.5,191.18,44.05,32.71,BluePLA,BluePLA
e,Dec,1258,140.38,823.36,2085.23,280.11,1111.62,567.3,55.64,181.74,349.8,239.72,176.44,22.72,69.86,54.5,97.84,176.56,44.05,32.71,BluePLA,BluePLA
e,Dec,1259,138.74,823.36,2088.03,277.47,1113.18,563.04,58.51,185.61,303.97,240.19,170.25,23.19,69.05,54.5,95.13,206.92,44.05,32.71,BluePLA,BluePLA
e,Dec,1260,138.74,821.42,2087.1,278.35,1110.84,568.01,56.79,183.4,325.68,237.33,175.41,23.19,73.92,56.98,98.75,212.54,44.05,32.71,BluePLA,BluePLA
e,Dec,1261,139.56,814.62,2084.29,292.4,1104.6,599.25,60.81,194.45,338.95,236.85,192.95,24.58,83.67,61.93,101.47,233.91,44.05,34.58,BluePLA,BluePLA
e,Dec,1262,140.38,815.59,2086.16,273.96,1105.38,560.91,57.37,184.51,320.85,236.85,178.5,23.19,77.17,57.8,99.66,214.79,44.05,32.71,BluePLA,BluePLA
e,Dec,1263,137.09,814.62,2081.48,274.84,1103.82,563.75,60.23,187.27,290.7,239.72,176.44,23.65,70.67,55.33,100.56,228.29,44.05,32.71,BluePLA,BluePLA
e,Dec,1264,142.02,815.59,2079.61,267.81,1103.03,549.55,60.81,185.06,256.92,244.49,184.69,23.19,68.24,52.85,102.37,236.16,44.05,31.77,BluePLA,BluePLA
e,Dec,1265,141.2,815.59,2078.67,290.64,1102.25,597.83,65.4,199.97,288.28,243.54,178.5,25.04,72.3,56.98,100.56,240.66,44.05,34.58,BluePLA,BluePLA
e,Dec,1266,139.56,815.59,2079.61,275.72,1103.03,565.17,61.38,189.48,294.32,243.54,171.28,23.65,69.86,54.5,99.66,223.79,44.05,32.71,BluePLA,BluePLA
e,Dec,1267,137.91,815.59,2080.54,277.47,1103.03,569.43,61.38,190.03,313.61,242.58,171.28,23.65,71.48,56.15,99.66,221.54,44.05,33.64,BluePLA,BluePLA
e,Dec,1268,136.27,814.62,2081.48,275.72,1103.03,565.17,59.09,186.72,320.85,240.19,168.18,23.19,69.05,55.33,97.84,210.29,44.05,32.71,BluePLA,BluePLA
e,Dec,1269,134.63,815.59,2085.23,267.81,1105.38,547.42,56.79,179.54,331.71,239.24,177.47,22.72,69.05,55.33,96.03,194.55,44.05,31.77,BluePLA,BluePLA
e,Dec,1270,151.05,815.59,2073.05,271.33,1099.91,559.49,61.95,191.14,244.86,244.97,205.33,23.65,81.23,61.11,116.87,309.25,44.05,32.71,BluePLA,BluePLA
e,Dec,1271,155.15,817.54,2074.93,273.96,1101.47,565.88,60.23,188.93,242.45,243.06,215.65,23.65,87.73,64.41,123.21,337.37,44.69,32.71,BluePLA,BluePLA
e,Dec,1272,137.91,817.54,2086.16,268.69,1106.94,548.84,58.51,182.3,253.3,242.1,210.49,22.72,77.98,61.11,115.06,309.25,44.05,33.64,BluePLA,BluePLA
e,Dec,1273,136.27,816.57,2088.03,268.69,1108.5,550.26,57.37,181.74,261.75,241.15,204.3,22.72,76.36,58.63,112.34,277.77,44.05,31.77,BluePLA,BluePLA
e,Dec,1274,136.27,816.57,2085.23,276.59,1106.94,566.59,59.66,187.82,273.81,241.63,189.85,23.19,77.17,59.46,110.53,278.89,44.05,32.71,BluePLA,BluePLA
e,Dec,1275,137.09,816.57,2087.1,277.47,1107.72,568.72,59.66,187.82,287.08,241.63,188.82,23.19,76.36,58.63,110.53,260.9,44.05,32.71,BluePLA,BluePLA
e,Dec,1276,140.38,816.57,2085.23,276.59,1105.38,565.88,60.23,188.37,301.55,241.63,174.37,23.19,69.86,55.33,101.47,227.16,44.05,32.71,BluePLA,BluePLA
e,Dec,1277,142.02,816.57,2086.16,267.81,1105.38,547.42,58.51,182.3,299.14,243.54,180.57,22.72,67.42,52.85,101.47,210.29,43.42,31.77,BluePLA,BluePLA
e,Dec,1278,147.77,816.57,2089.91,276.59,1107.72,565.17,60.23,188.37,320.85,242.1,161.99,23.19,68.24,54.5,93.31,205.79,43.42,32.71,BluePLA,BluePLA
e,Dec,1279,155.15,818.51,2096.46,279.23,1110.84,568.01,59.09,186.16,342.56,240.67,157.87,23.19,65.8,52.85,90.6,175.43,43.42,32.71,BluePLA,BluePLA
e,Dec,1280,138.74,816.57,2089.91,271.33,1106.94,554.52,59.66,184.51,310.0,241.63,158.9,23.19,63.36,51.2,89.69,192.3,44.05,33.64,BluePLA,BluePLA
e,Dec,1281,137.09,817.54,2092.72,295.03,1108.5,601.38,62.53,197.21,341.36,240.19,159.93,24.58,68.24,53.68,89.69,185.55,44.05,34.58,BluePLA,BluePLA
e,Dec,1282,141.2,818.51,2092.72,275.72,1109.28,562.33,59.09,185.61,297.93,241.63,165.09,23.19,72.3,56.98,97.84,235.03,43.42,32.71,BluePLA,BluePLA
e,Dec,1283,138.74,817.54,2087.1,268.69,1106.16,550.26,59.09,183.95,265.37,243.54,214.62,22.72,76.36,59.46,112.34,285.64,44.05,31.77,BluePLA,BluePLA
e,Dec,1284,155.15,818.51,2092.72,269.57,1109.28,548.84,57.37,181.74,290.7,240.67,180.57,22.72,72.3,56.98,101.47,251.9,43.42,33.64,BluePLA,BluePLA
e,Dec,1285,149.41,818.51,2091.78,273.96,1109.28,558.78,59.09,185.06,279.84,241.63,195.01,23.19,72.3,58.63,106.0,272.14,43.42,33.64,BluePLA,BluePLA
e,Dec,1286,136.27,817.54,2088.97,275.72,1108.5,563.04,59.66,186.16,316.03,242.1,165.09,23.19,67.42,53.68,97.84,210.29,44.05,32.71,BluePLA,BluePLA
e,Dec,1287,142.84,817.54,2088.03,273.96,1106.94,558.78,59.09,185.61,265.37,242.58,200.17,23.19,73.11,58.63,110.53,283.39,44.05,32.71,BluePLA,BluePLA
e,Dec,1288,143.66,818.51,2088.97,273.96,1106.94,560.2,60.81,188.37,267.78,243.06,205.33,23.65,79.61,61.11,115.06,300.26,44.05,32.71,BluePLA,BluePLA
e,Dec,1289,141.2,817.54,2088.03,277.47,1107.72,565.88,60.23,188.37,236.42,242.58,213.58,23.19,81.23,61.93,125.02,357.61,44.05,32.71,BluePLA,BluePLA
e,Dec,1290,144.48,817.54,2088.97,278.35,1108.5,568.01,60.81,188.93,247.27,242.58,208.42,23.65,82.04,61.93,120.49,329.5,44.05,32.71,BluePLA,BluePLA
e,Dec,1291,145.3,818.51,2089.91,279.23,1109.28,568.72,60.81,188.93,246.07,242.58,210.49,23.65,84.48,61.93,118.68,328.37,44.05,32.71,BluePLA,BluePLA
e,Dec,1292,144.48,817.54,2089.91,280.11,1109.28,570.14,60.23,188.93,234.0,241.63,214.62,23.65,82.86,61.93,124.12,349.74,44.05,33.64,BluePLA,BluePLA
e,Dec,1293,144.48,817.54,2088.97,278.35,1108.5,567.3,60.23,187.82,230.39,241.63,217.71,23.19,82.86,61.93,125.93,356.49,44.05,32.71,BluePLA,BluePLA
e,Dec,1294,144.48,818.51,2088.03,270.45,1108.5,550.97,58.51,182.85,225.56,242.58,227.0,22.72,80.42,60.28,125.93,342.99,44.05,31.77,BluePLA,BluePLA
e,Dec,1295,161.72,819.48,2094.59,276.59,1113.18,560.91,56.79,180.64,244.86,233.03,209.46,23.19,77.98,56.98,112.34,302.51,44.05,32.71,BluePLA,BluePLA
e,Dec,1296,197.84,819.48,2058.07,263.42,1096.79,546.71,62.53,187.82,545.21,248.79,314.7,23.19,108.85,71.02,307.12,1133.56,45.97,31.77,BluePLA,BluePLA
e,Dec,1297,293.89,825.3,2045.9,268.69,1092.11,561.62,65.97,195.0,774.39,249.27,296.13,24.11,112.91,71.02,340.64,1289.87,47.25,32.71,BluePLA,BluePLA
e,Dec,1298,304.56,825.3,2045.9,268.69,1091.32,562.33,66.54,195.56,791.27,249.74,287.87,24.11,112.91,71.02,339.73,1289.87,47.25,32.71,BluePLA,BluePLA
e,Dec,1299,310.31,826.28,2044.03,269.57,1092.11,563.04,65.97,195.0,850.38,248.79,288.9,24.11,114.54,71.02,343.36,1311.24,47.25,33.64,BluePLA,BluePLA
e,Dec,1300,318.52,826.28,2044.03,264.3,1090.54,552.39,64.82,191.69,1008.39,248.79,337.4,24.11,121.04,74.32,348.79,1348.35,47.25,33.64,BluePLA,BluePLA
e,Dec,1301,382.55,828.22,2039.34,264.3,1088.98,555.94,65.4,194.45,821.43,246.88,321.92,24.11,109.66,70.19,346.08,1283.12,47.89,32.71,BluePLA,BluePLA
e,Dec,1302,128.06,802.0,2011.25,265.18,1171.73,605.64,64.82,193.9,408.91,247.83,247.63,23.19,85.29,99.09,173.04,445.33,44.69,33.64,GreenPLA,GreenPLA
e,Dec,1303,128.06,805.89,2023.43,265.18,1174.07,602.8,63.68,190.58,405.29,248.31,248.66,23.19,84.48,97.44,172.13,429.58,44.69,32.71,GreenPLA,GreenPLA
e,Dec,1304,147.77,810.74,2036.54,273.96,1191.25,622.68,62.53,190.03,455.95,243.54,210.49,23.19,77.17,89.18,132.27,290.14,44.05,33.64,GreenPLA,GreenPLA
e,Dec,1305,169.93,813.65,2046.84,277.47,1201.39,629.07,61.95,188.93,468.01,241.63,211.52,23.19,77.17,88.36,126.83,275.52,44.69,33.64,GreenPLA,GreenPLA
e,Dec,1306,167.47,814.62,2049.64,274.84,1202.96,621.26,61.38,186.72,461.98,242.1,214.62,23.19,76.36,87.53,126.83,273.27,44.69,32.71,GreenPLA,GreenPLA
e,Dec,1307,167.47,815.59,2049.64,279.23,1202.96,631.2,62.53,190.03,470.42,242.1,215.65,23.65,77.98,89.18,127.74,276.64,44.69,33.64,GreenPLA,GreenPLA
e,Dec,1308,167.47,815.59,2051.52,274.84,1202.17,619.84,61.95,187.27,457.15,243.06,217.71,23.19,77.17,88.36,129.55,281.14,44.69,33.64,GreenPLA,GreenPLA
e,Dec,1309,172.39,816.57,2052.45,277.47,1203.74,625.52,61.95,188.37,461.98,242.58,207.39,23.19,74.73,86.71,124.12,260.9,44.69,33.64,GreenPLA,GreenPLA
e,Dec,1310,167.47,815.59,2053.39,280.11,1204.52,631.91,62.53,189.48,471.63,242.1,207.39,23.65,74.73,85.88,120.49,250.78,44.69,33.64,GreenPLA,GreenPLA
e,Dec,1311,171.57,814.62,2050.58,270.45,1204.52,609.9,59.66,181.74,453.54,240.67,215.65,22.72,71.48,81.75,119.59,236.16,44.69,32.71,GreenPLA,GreenPLA
e,Dec,1312,188.81,817.54,2058.07,279.23,1216.23,632.62,59.66,182.3,475.25,234.94,189.85,23.19,71.48,79.27,109.62,202.42,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1313,183.89,816.57,2054.33,270.45,1212.32,614.87,58.51,177.88,460.77,234.94,203.27,22.72,69.86,78.45,110.53,203.55,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1314,178.14,816.57,2056.2,277.47,1212.32,628.36,59.66,182.3,468.01,235.9,196.04,23.19,72.3,80.93,111.43,209.17,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1315,174.03,816.57,2057.14,271.33,1212.32,612.03,58.51,178.43,461.98,236.37,200.17,22.72,69.86,77.62,109.62,199.05,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1316,169.11,814.62,2053.39,276.59,1209.2,624.81,60.23,182.85,470.42,236.85,193.98,23.19,71.48,79.27,110.53,206.92,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1317,165.0,814.62,2051.52,278.35,1207.64,629.07,60.81,184.51,470.42,237.33,196.04,23.19,72.3,80.93,111.43,211.42,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1318,163.36,814.62,2053.39,271.33,1207.64,611.32,59.09,180.09,455.95,237.33,203.27,22.72,70.67,78.45,110.53,206.92,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1319,165.0,814.62,2052.45,280.11,1207.64,631.91,60.81,184.51,472.83,237.81,198.11,23.19,72.3,80.1,112.34,206.92,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1320,169.93,815.59,2055.26,279.23,1210.76,629.07,60.81,183.95,470.42,236.37,193.98,23.19,72.3,80.1,110.53,209.17,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1321,165.83,814.62,2053.39,280.11,1209.2,631.91,61.38,185.06,474.04,236.85,196.04,23.19,73.11,80.93,111.43,210.29,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1322,164.18,814.62,2052.45,278.35,1208.42,628.36,60.81,183.95,468.01,236.37,198.11,23.19,73.11,80.93,112.34,212.54,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1323,162.54,814.62,2053.39,270.45,1208.42,609.9,59.09,177.88,455.95,235.9,209.46,22.72,71.48,79.27,111.43,206.92,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1324,160.9,814.62,2051.52,279.23,1206.86,628.36,61.38,183.95,465.6,236.85,196.04,23.19,73.11,80.93,111.43,213.67,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1325,160.9,815.59,2052.45,274.84,1206.08,618.42,60.23,181.19,461.98,236.85,207.39,23.19,73.11,81.75,111.43,220.41,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1326,155.97,813.65,2049.64,269.57,1204.52,606.35,60.23,181.19,447.5,237.33,207.39,23.19,73.92,83.4,112.34,238.41,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1327,142.02,812.68,2048.71,275.72,1195.15,617.71,62.53,187.82,443.89,243.06,221.84,23.19,77.17,88.36,128.65,272.14,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1328,137.09,812.68,2045.9,293.28,1191.25,657.47,67.69,202.18,470.42,245.45,236.28,25.04,83.67,94.96,132.27,299.13,45.97,35.51,GreenPLA,GreenPLA
e,Dec,1329,137.91,812.68,2047.77,268.69,1192.03,600.67,61.38,185.06,436.65,244.97,231.12,22.72,74.73,85.88,128.65,259.77,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1330,142.84,812.68,2049.64,277.47,1194.37,621.26,63.1,190.58,457.15,244.49,215.65,23.65,76.36,89.18,125.93,269.89,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1331,142.84,811.71,2044.96,276.59,1192.81,619.13,63.1,190.58,453.54,245.45,222.87,23.65,77.98,90.01,131.36,284.51,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1332,144.48,811.71,2045.9,278.35,1192.81,621.26,63.68,191.69,445.09,245.45,234.22,23.65,79.61,92.49,136.8,310.38,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1333,142.02,810.74,2043.09,267.81,1190.47,599.25,61.95,186.16,429.41,245.45,245.57,23.19,80.42,92.49,137.71,321.62,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1334,136.27,810.74,2043.09,272.2,1187.34,607.77,63.1,188.93,431.82,245.92,250.73,23.19,82.86,95.79,142.24,335.12,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1335,136.27,811.71,2044.96,270.45,1193.59,603.51,61.38,183.95,441.47,243.06,222.87,22.72,74.73,84.23,122.3,240.66,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1336,141.2,812.68,2045.9,279.23,1197.49,625.52,61.95,187.27,465.6,241.15,198.11,23.19,73.92,81.75,115.06,218.16,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1337,152.69,813.65,2052.45,273.08,1209.2,610.61,57.94,175.67,457.15,234.46,199.14,22.72,69.05,73.49,106.0,181.05,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1338,164.18,814.62,2052.45,280.99,1214.66,629.07,58.51,177.33,472.83,228.73,184.69,23.19,70.67,74.32,102.37,174.31,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1339,170.75,814.62,2050.58,272.2,1214.66,612.03,56.22,170.14,452.33,225.87,185.72,22.26,67.42,69.37,98.75,164.19,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1340,177.32,814.62,2050.58,280.99,1219.35,631.2,56.79,172.91,465.6,223.0,172.31,22.72,67.42,69.37,96.94,161.94,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1341,178.14,813.65,2049.64,273.08,1219.35,614.87,55.07,167.38,455.95,222.53,180.57,22.26,65.8,66.89,96.94,157.44,45.97,31.77,GreenPLA,GreenPLA
e,Dec,1342,178.96,814.62,2050.58,298.55,1217.79,672.38,60.23,183.4,495.75,223.0,180.57,24.11,72.3,73.49,97.84,170.93,45.97,34.58,GreenPLA,GreenPLA
e,Dec,1343,167.47,813.65,2051.52,274.84,1216.23,616.29,56.79,172.35,459.57,225.87,185.72,22.26,68.24,71.02,98.75,166.44,45.97,31.77,GreenPLA,GreenPLA
e,Dec,1344,151.05,811.71,2044.03,277.47,1196.71,620.55,61.95,187.27,455.95,240.67,206.36,23.19,74.73,84.23,116.87,230.54,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1345,133.81,810.74,2041.22,266.94,1185.78,592.86,63.1,187.82,402.87,245.92,242.47,22.72,82.86,94.96,139.52,395.85,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1346,127.24,810.74,2038.41,276.59,1174.85,614.16,65.97,195.56,406.49,248.79,250.73,23.65,86.92,100.74,166.7,437.45,46.61,33.64,GreenPLA,GreenPLA
e,Dec,1347,134.63,808.8,2029.05,273.08,1163.92,608.48,67.12,196.66,376.34,250.22,287.87,23.65,95.04,110.65,211.09,591.52,46.61,33.64,GreenPLA,GreenPLA
e,Dec,1348,137.91,809.77,2030.92,275.72,1165.48,610.61,67.12,197.21,375.13,250.22,302.32,24.11,98.29,112.31,223.77,615.14,47.25,33.64,GreenPLA,GreenPLA
e,Dec,1349,148.59,809.77,2023.43,269.57,1152.99,598.54,67.69,197.21,377.54,251.65,404.47,23.65,119.41,132.12,354.23,1096.45,47.89,33.64,GreenPLA,GreenPLA
e,Dec,1350,145.3,809.77,2024.36,267.81,1152.21,594.28,66.54,195.0,359.45,251.18,393.12,23.65,108.85,126.34,346.98,988.49,47.25,32.71,GreenPLA,GreenPLA
e,Dec,1351,128.88,808.8,2029.05,265.18,1160.8,589.31,64.25,190.58,358.24,251.18,377.64,23.19,96.67,112.31,298.97,685.98,46.61,32.71,GreenPLA,GreenPLA
e,Dec,1352,125.6,808.8,2031.85,273.96,1168.61,608.48,65.4,195.56,385.99,250.22,301.29,23.65,92.61,108.18,223.77,565.65,46.61,33.64,GreenPLA,GreenPLA
e,Dec,1353,129.7,808.8,2037.47,266.94,1175.63,593.57,63.68,189.48,392.02,249.27,275.49,23.19,87.73,103.22,178.47,484.69,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1354,130.53,809.77,2037.47,275.72,1176.41,612.74,64.82,194.45,401.67,248.79,269.3,23.65,88.54,104.05,182.1,471.19,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1355,132.99,808.8,2037.47,275.72,1177.98,612.03,64.82,193.9,399.26,248.79,271.36,23.65,89.36,103.22,181.19,470.07,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1356,134.63,809.77,2041.22,273.96,1180.32,607.77,63.68,190.58,406.49,248.31,275.49,23.19,87.73,101.57,182.1,447.58,46.61,32.71,GreenPLA,GreenPLA
e,Dec,1357,142.84,810.74,2043.09,268.69,1185.78,597.83,62.53,186.72,396.84,247.36,275.49,22.72,84.48,98.27,170.32,423.96,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1358,144.48,810.74,2045.9,278.35,1188.12,617.71,64.25,192.24,419.76,246.4,254.86,23.65,85.29,99.09,162.17,407.09,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1359,147.77,810.74,2045.9,278.35,1188.12,619.13,64.82,194.45,417.35,246.4,249.7,23.65,87.73,100.74,158.54,423.96,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1360,143.66,810.74,2043.09,280.11,1185.78,622.68,64.82,194.45,427.0,246.88,257.95,23.65,86.92,100.74,162.17,410.46,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1361,149.41,811.71,2045.9,274.84,1188.9,611.32,63.1,190.03,419.76,246.4,251.76,23.19,84.48,97.44,158.54,386.85,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1362,143.66,810.74,2044.03,268.69,1185.78,597.83,62.53,186.72,411.32,247.36,263.11,23.19,84.48,99.09,161.26,409.34,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1363,153.51,811.71,2045.9,278.35,1189.68,618.42,63.68,192.24,424.59,246.88,247.63,23.65,84.48,98.27,159.45,393.6,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1364,161.72,811.71,2044.96,280.11,1190.47,623.39,63.68,192.24,434.24,245.45,241.44,23.65,83.67,97.44,152.2,371.11,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1365,162.54,810.74,2044.03,269.57,1190.47,599.96,61.38,185.61,420.97,245.45,253.82,22.72,80.42,93.31,150.39,353.11,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1366,159.26,810.74,2044.03,273.08,1188.9,607.06,63.68,191.14,419.76,245.92,244.54,23.65,86.92,101.57,152.2,423.96,45.33,34.58,GreenPLA,GreenPLA
e,Dec,1367,160.08,809.77,2039.34,267.81,1185.78,594.99,61.38,185.61,414.94,246.88,257.95,22.72,82.04,94.96,157.64,375.6,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1368,159.26,809.77,2038.41,275.72,1183.44,615.58,63.68,192.24,433.03,246.88,248.66,23.65,84.48,98.27,158.54,386.85,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1369,173.21,809.77,2038.41,268.69,1187.34,598.54,61.38,185.61,429.41,245.45,244.54,23.19,81.23,95.79,144.05,351.99,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1370,178.96,810.74,2042.15,294.16,1189.68,655.34,65.97,201.63,474.04,244.97,240.41,24.58,85.29,98.27,141.33,342.99,45.33,34.58,GreenPLA,GreenPLA
e,Dec,1371,179.78,810.74,2041.22,277.47,1188.9,618.42,61.95,190.03,447.5,244.97,227.0,23.19,78.8,92.49,139.52,316.0,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1372,187.99,810.74,2041.22,273.96,1189.68,610.61,61.38,187.82,436.65,244.49,220.81,23.19,77.98,90.84,138.61,312.63,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1373,196.2,811.71,2044.03,270.45,1193.59,603.51,60.81,184.51,437.85,243.54,230.09,23.19,77.98,91.66,136.8,318.25,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1374,197.84,811.71,2044.03,276.59,1194.37,617.71,61.95,188.37,445.09,243.06,219.77,23.19,76.36,89.18,134.99,295.76,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1375,164.18,812.68,2051.52,271.33,1195.15,602.09,60.23,183.95,437.85,244.01,225.96,22.72,75.55,87.53,133.18,285.64,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1376,169.11,811.71,2047.77,278.35,1193.59,620.55,61.95,188.93,449.92,243.54,220.81,23.19,78.8,90.84,134.99,299.13,45.33,32.71,GreenPLA,GreenPLA
e,Dec,1377,157.62,811.71,2049.64,276.59,1192.81,615.58,62.53,190.03,447.5,243.54,218.74,23.65,78.8,90.84,134.08,300.26,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1378,160.9,812.68,2049.64,271.33,1195.15,604.22,60.81,184.51,442.68,243.06,231.12,23.19,77.98,90.84,129.55,295.76,45.33,33.64,GreenPLA,GreenPLA
e,Dec,1379,155.97,812.68,2048.71,273.96,1194.37,608.48,61.95,186.16,437.85,243.54,235.25,23.19,78.8,92.49,134.08,308.13,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1380,151.05,811.71,2047.77,279.23,1193.59,621.26,63.1,190.03,447.5,243.54,228.03,23.65,80.42,92.49,136.8,309.25,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1381,146.94,809.77,2041.22,277.47,1187.34,618.42,63.1,190.58,440.27,244.01,236.28,23.19,81.23,93.31,144.05,322.75,45.97,33.64,GreenPLA,GreenPLA
e,Dec,1382,143.66,810.74,2043.09,275.72,1186.56,615.58,63.1,190.58,434.24,244.49,230.09,23.19,81.23,93.31,141.33,330.62,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1383,136.27,809.77,2042.15,272.2,1184.22,606.35,62.53,187.82,425.79,244.97,248.66,23.19,81.23,92.49,144.05,329.5,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1384,136.27,809.77,2041.22,274.84,1184.22,612.03,63.68,190.03,424.59,245.45,235.25,23.19,81.23,93.31,144.95,336.24,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1385,132.99,808.8,2039.34,270.45,1180.32,602.8,63.1,188.37,412.52,245.92,252.79,23.19,83.67,97.44,152.2,385.72,46.61,33.64,GreenPLA,GreenPLA
e,Dec,1386,135.45,809.77,2043.09,268.69,1185.0,597.83,61.38,185.06,414.94,244.49,252.79,22.72,80.42,91.66,147.67,339.62,45.97,32.71,GreenPLA,GreenPLA
e,Dec,1387,130.53,808.8,2037.47,291.52,1178.76,648.95,68.27,203.29,436.65,246.4,274.46,24.58,90.98,104.87,166.7,432.96,46.61,34.58,GreenPLA,GreenPLA
e,Dec,1388,128.88,808.8,2037.47,275.72,1176.41,613.45,64.82,193.35,405.29,247.36,261.05,23.65,87.73,101.57,170.32,430.71,46.61,33.64,GreenPLA,GreenPLA
e,Dec,1389,129.7,809.77,2039.34,267.81,1177.19,594.28,63.68,188.37,387.19,247.36,286.84,23.19,88.54,103.22,178.47,481.31,46.61,33.64,GreenPLA,GreenPLA
e,Dec,1390,129.7,808.8,2039.34,272.2,1174.07,602.8,65.4,193.9,387.19,248.31,285.81,23.65,90.17,104.05,191.16,494.81,46.61,33.64,GreenPLA,GreenPLA
e,Dec,1391,127.24,807.83,2036.54,267.81,1172.51,591.44,63.1,187.82,389.61,248.79,277.56,22.72,86.11,99.92,179.38,449.82,46.61,32.71,GreenPLA,GreenPLA
e,Dec,1392,126.42,807.83,2036.54,272.2,1170.95,602.09,64.82,192.24,388.4,248.79,279.62,23.19,90.17,104.87,192.97,508.3,46.61,32.71,GreenPLA,GreenPLA
e,Dec,1393,128.06,807.83,2034.66,266.06,1168.61,588.6,64.25,188.93,367.89,249.27,310.57,22.72,91.79,104.87,209.28,548.79,46.61,32.71,GreenPLA,GreenPLA
e,Dec,1394,130.53,806.86,2029.98,273.08,1165.48,604.22,66.54,195.0,367.89,249.74,303.35,23.65,95.85,110.65,215.62,597.14,47.25,33.64,GreenPLA,GreenPLA
e,Dec,1395,140.38,807.83,2028.11,273.08,1161.58,604.22,67.12,196.11,366.69,250.22,305.41,23.65,99.1,113.13,229.21,630.88,47.89,33.64,GreenPLA,GreenPLA
