Black,ASA,215.9,607.81,1899.83,175.62,968.77,550.97,41.88,91.15,394.43,107.92,154.77,24.58,40.62,29.73,85.16,141.69,35.12,27.1
Black,ASA,182,278,2029,200,1241,776,73,165,327,226,150,53,50,36,94,126,55,29
Black,ASA,223.29,612.67,1913.88,193.18,972.67,603.51,45.32,97.78,428.2,106.97,155.8,26.43,43.87,32.21,84.25,150.69,35.12,28.97
Black,ASA,183,303,2044,220,1246,850,79,177,355,224,151,57,54,39,93,134,55,31
Black,ASA,147.77,608.78,1921.37,191.42,970.33,602.09,57.94,129.27,435.44,127.98,147.55,30.61,54.43,32.21,84.25,150.69,37.67,29.9
Black,ASA,117,300,2052,218,1243,848,101,234,361,268,143,66,67,39,93,134,59,32
Black,ASA,167.47,609.75,1925.11,176.49,969.55,552.39,64.82,133.68,448.71,133.23,164.06,30.14,44.68,33.86,87.88,142.82,38.31,28.97
Black,ASA,121,275,2056,201,1242,778,113,242,372,279,159,65,55,41,97,127,60,31
Black,ASA,120.67,607.81,1924.18,183.52,965.64,574.4,96.37,180.09,352.21,187.19,123.82,33.39,53.61,30.55,85.16,152.94,40.22,30.84
Black,ASA,103,288,2055,209,1237,809,168,326,292,392,120,72,66,37,94,136,63,33
Black,ASA,152.69,610.73,1920.43,177.37,964.08,552.39,90.06,169.59,383.57,191.01,133.1,32,46.3,30.55,83.35,147.32,40.22,29.9
Black,ASA,98,274,2051,202,1235,778,157,307,318,400,129,69,57,37,92,131,63,32
Black,ASA,192.09,612.67,1910.13,189.66,977.35,574.4,49.33,113.25,351.01,121.29,139.29,28.29,50.36,28.08,83.35,146.19,37.03,28.97
Black,ASA,160,291,2040,216,1252,809,86,205,291,254,135,61,62,34,92,130,58,31
Black,ASA,117.39,601.99,1909.19,181.76,966.42,567.3,103.83,189.48,262.95,189.58,122.78,33.85,63.36,23.95,86.07,145.07,40.22,30.84
Black,ASA,122,284,2039,207,1238,799,181,343,218,397,119,73,78,29,95,129,63,33
Black,ASA,354.64,624.32,1901.7,180.01,959.4,563.04,102.11,187.27,1151.93,193.87,238.35,33.85,72.3,45.42,174.85,111.33,40.86,30.84
Black,ASA,294,294,2031,205,1229,793,178,339,955,406,231,73,89,55,193,99,64,33
Black,ASA,388.29,621.41,1897.02,180.01,953.93,563.75,99.82,182.85,677.89,195.31,238.35,33.85,61.74,33.86,151.29,130.45,40.86,29.9
Black,ASA,150,283,2026,205,1222,794,174,331,562,409,231,73,76,41,167,116,64,32
Black,ASA,293.89,621.41,1914.81,178.25,960.18,558.07,102.11,187.27,1018.04,195.31,146.52,33.85,69.86,45.42,84.25,110.21,40.86,30.84
Black,ASA,319,293,2045,203,1230,786,178,339,844,409,142,73,86,55,93,98,64,33
Black,ASA,251.2,604.9,1892.34,199.32,949.25,609.9,55.07,123.19,475.25,189.1,202.23,30.14,47.11,35.51,106.9,149.57,40.22,29.9
Black,ASA,166,308,2021,227,1216,859,96,223,394,396,196,65,58,43,118,133,63,32
Black,ASA,280.75,617.52,1904.51,187.91,957.06,570.85,96.95,188.93,1091.62,195.78,204.3,32.92,73.11,37.16,111.43,85.47,40.86,30.84
Black,ASA,295,312,2034,214,1226,804,169,342,905,410,198,71,90,45,123,76,64,33
Black,ASA,366.95,658.3,1956.95,181.76,971.89,552.39,96.37,185.06,1032.52,201.04,220.81,32.46,69.05,37.99,129.55,103.46,41.5,31.77
Black,ASA,311,304,2090,207,1245,778,168,335,856,421,214,70,85,46,143,92,65,34
Black,ASA,355.46,630.14,1913.88,182.64,964.86,556.65,94.65,181.74,993.92,191.96,262.08,32.92,66.61,44.59,172.13,128.2,40.86,31.77
Black,ASA,313,303,2044,208,1236,784,165,329,824,402,254,71,82,54,190,114,64,34
Black,ASA,357.92,648.59,1955.07,181.76,976.57,570.14,102.68,190.03,1021.66,200.08,215.65,33.85,69.05,35.51,111.43,89.96,41.5,30.84
Black,ASA,271,299,2088,207,1251,803,179,344,847,419,209,73,85,43,123,80,65,33
Black,ASA,146.12,664.13,2015.94,196.69,1014.82,589.31,64.82,141.97,416.14,152.81,132.07,31.07,56.86,31.38,84.25,139.45,40.22,29.9
Black,ASA,114,309,2153,224,1300,830,113,257,345,320,128,67,70,38,93,124,63,32
Black,ASA,390.76,686.46,2009.38,187.91,1003.11,567.3,98.1,189.48,1173.64,207.25,228.03,32.92,76.36,40.46,138.61,97.84,42.78,31.77
Black,ASA,324,316,2146,214,1285,799,171,343,973,434,221,71,94,49,153,87,67,34
Black,ASA,367.77,658.3,1918.56,209.86,1009.36,613.45,116.45,215.44,1443.83,209.16,232.16,37.1,88.54,42.94,136.8,107.96,41.5,32.71
Black,ASA,286,327,2049,239,1293,864,203,390,1197,438,225,80,109,52,151,96,65,35
Black,ASA,153.51,632.09,1913.88,190.54,1010.14,565.17,60.23,130.92,435.44,157.58,134.13,30.14,49.55,29.73,80.63,134.95,39.59,28.97
Black,ASA,123,286,2044,217,1294,796,105,237,361,330,130,65,61,36,89,120,62,31
Black,ASA,145.3,628.2,1926.05,192.3,1007.02,576.53,65.97,138.1,394.43,149.94,128.98,31.53,51.18,28.08,83.35,139.45,39.59,28.97
Black,ASA,117,289,2057,219,1290,812,115,250,327,314,125,68,63,34,92,124,62,31
Black,ASA,180.6,631.12,1930.73,205.47,1010.92,616.29,62.53,137.55,455.95,141.82,153.74,32.46,64.17,34.68,88.78,148.44,38.31,30.84
Black,ASA,127,308,2062,234,1295,868,109,249,378,297,149,70,79,42,98,132,60,33
Black,ASA,144.48,617.52,1907.32,193.18,997.65,577.95,64.25,136.45,399.26,142.3,137.23,31.53,58.49,31.38,86.07,142.82,38.31,29.9
Black,ASA,122,288,2037,220,1278,814,112,247,331,298,133,68,72,38,95,127,60,32
Black,ASA,224.11,623.35,1899.83,191.42,989.06,575.11,102.11,187.27,928.78,187.67,179.53,34.78,66.61,37.99,113.24,105.71,40.86,30.84
Black,ASA,205,297,2029,218,1267,810,178,339,770,393,174,75,82,46,125,94,64,33
Black,ASA,142.02,613.64,1897.96,191.42,992.18,573.69,94.08,175.67,406.49,140.39,137.23,33.85,55.24,31.38,86.07,141.69,38.31,30.84
Black,ASA,170,291,2027,218,1271,808,164,318,337,294,133,73,68,38,95,126,60,33
Black,ASA,302.1,628.2,1890.47,189.66,985.16,569.43,105.55,192.79,1005.98,197.69,221.84,34.78,67.42,38.81,143.14,95.59,40.86,30.84
Black,ASA,238,296,2019,216,1262,802,184,349,834,414,215,75,83,47,158,85,64,33
Black,ASA,361.2,628.2,1886.72,182.64,979.69,549.55,106.13,191.14,1238.78,200.56,240.41,34.32,77.17,42.11,151.29,101.21,41.5,30.84
Black,ASA,308,289,2015,208,1255,774,185,346,1027,420,233,74,95,51,167,90,65,33
Black,ASA,339.04,627.23,1889.53,183.52,981.26,552.39,107.85,193.35,1276.17,201.04,241.44,34.32,78.8,41.29,144.95,101.21,41.5,30.84
Black,ASA,280,289,2018,209,1257,778,188,350,1058,421,234,74,97,50,160,90,65,33
Black,ASA,327.55,626.26,1889.53,185.27,981.26,556.65,108.99,194.45,1209.83,201.99,238.35,34.78,75.55,42.11,123.21,103.46,40.86,30.84
Black,ASA,287,291,2018,211,1257,784,190,352,1003,423,231,75,93,51,136,92,64,33
Black,ASA,347.25,630.14,1893.28,187.03,982.82,562.33,107.85,194.45,1395.59,201.04,240.41,34.32,83.67,44.59,171.23,104.58,40.86,29.9
Black,ASA,278,294,2022,213,1259,792,188,352,1157,421,233,74,103,54,189,93,64,32
Black,ASA,345.61,630.14,1896.09,182.64,981.26,552.39,107.27,192.24,1217.07,201.51,239.38,33.85,73.92,38.81,145.86,94.46,41.5,29.9
Black,ASA,270,289,2025,208,1257,778,187,348,1009,422,232,73,91,47,161,84,65,32
